"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Organisational Effectiveness and Its Implications for Seaports","https://scispace.com/paper/organisational-effectiveness-and-its-implications-for-3egypf19hp","2016","Journal Article","World Academy of Science, Engineering and Technology, International Journal of Social, Behavioral, Educational, Economic, Business and Industrial Engineering","Shadi Najeeb Alghaffari
Hong-Oanh Nguyen
Peggy Shu-Ling Chen
Hossein Enshaei","","https://scispace.com/pdf/organisational-effectiveness-and-its-implications-for-3egypf19hp.pdf","- **Relevance Score:** 12/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on organisational effectiveness frameworks for seaports, lacking Poole's theory, seafarer labour issues, or broader sociological contributions; only touches port organisations and industry competition.","The main purpose of this study was to explore the role of organisational effectiveness (OE) in seaports. OE is an important managerial concept, one that is necessary for leaders and directors in any organisation to understand the output of their work. OE has been applied in many organisations; however, it is a vital concept in the port business. This paper examines various approaches and applications of the OE concept to business management, and describes benefits that are important and applicable to seaport management. This research reviews and classifies articles published in relevant journals and books between 1950 and 2016; from the general literature on OE to the narrower field of OE in seaports. Based on the extensive literature review, this study identifies and discusses several issues relevant to both practices and theories of this concept. The review concludes by presenting a gap in the literature, as it found only a limited amount of research that endeavours to clarify OE in the seaport sector. As a result of this gap, seaports suffer from a lack of empirical study and are largely neglected in this subject area. The implementation of OE in this research has led to the maritime sector interfacing with different disciplines in order to acquire the advantage of enhancing managerial knowledge and competing successfully in the international marketplace."
"The impact of changing market requirements on dock labour employment systems in northwest European seaports","https://scispace.com/paper/the-impact-of-changing-market-requirements-on-dock-labour-qcd3ssjv2v","2018","Journal Article","International Journal of Shipping and Transport Logistics","Theo Notteboom","10.1504/IJSTL.2018.10014642","https://scispace.com/pdf/the-impact-of-changing-market-requirements-on-dock-labour-qcd3ssjv2v.pdf","- **Relevance Score:** 12/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Analyzes dock labour changes in NW European ports, offering detailed industry and employer insights but lacks any reference to Poole's framework or broader maritime sociological theory.","This paper contributes to existing dock labour literature by presenting a market-driven perspective on the organisation of dock work in light of changing market requirements. We conceptualise how changing market requirements affect the characteristics and the design of dock labour employment systems in seaports. The demand for a high dock labour performance is decomposed into three underlying dimensions: labour productivity, cost efficiency and more qualitative factors such as labour flexibility and service delivery. The internal organisation of dock labour takes place within a wider setting of legal and social conditions and the state of technology. Using the conceptual framework, we analyse how terminal operators try to meet changing market requirements through the deployment of new technology and advances in dock labour organisation. We provide empirical evidence by zooming in on the evolution of dock labour arrangements and employment systems in a number of northwest European ports."
"Developing and Promoting Seafarers' Welfare under the Maritime Labour Convention: A Research Agenda","https://scispace.com/paper/developing-and-promoting-seafarers-welfare-under-the-58fcdi3rdh","2013","","","Maria Progoulaki
Aikaterini Katradi
Ioannis Theotokas","","","- **Relevance Score:** 11/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses qualitative survey of Greek shipping firms to examine seafarer welfare; touches on labour conditions and policy gaps but lacks Poole's framework or broader industry/port analysis.","Seafarers' welfare is becoming a major issue for the international maritime community. This paper aims at examining the effect of welfare interventions onboard and ashore in the development and promotion of seafarers’ well-being. For this, it analyses the theoretical context of welfare and its aspects concerning the shipping industry. The paper is based on the results of a qualitative survey among ten Greek-owned shipping companies that manage a total fleet of more than 430 vessels. Literature review and results of the field further existing knowledge on provision of crew welfare facilities and services, as well as on the role of various stakeholders involved in the provision of such facilities. Analysis also focuses on the examination of current conditions. The paper also examines the way the Maritime Labor Convention standards are met by the industry stakeholders, discusses possible gaps that need to be filled and proposes actions for policy makers. This article introduces the research agenda in the field of welfare and well-being in the shipping industry. The present analysis contributes to our understanding on crew welfare and well-being and offers a base of dialogue on the different areas they affect."
"Seafarers' social life and its effect on maritime safety with respect to Egyptian seafarers","https://scispace.com/paper/seafarers-social-life-and-its-effect-on-maritime-safety-with-3hvr8oog8x","1999","","","Ahmed Abd El Naiem Hafez","","https://scispace.com/pdf/seafarers-social-life-and-its-effect-on-maritime-safety-with-3hvr8oog8x.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Examines Egyptian seafarers' stress and fatigue, offering labor‑related insights and limited historical/policy context, but lacks Poole’s framework or broader industry analysis.",""
"On the characteristics of the seaman labor","https://scispace.com/paper/on-the-characteristics-of-the-seaman-labor-4pd35vahi8","2005","Journal Article","Journal of Dalian Maritime University","Wang Xiu-fen","","","- **Relevance Score:** 11/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Analyzes seaman labor from a Marxist view, proposing a dedicated crew law, but lacks any reference to Poole’s framework or broader maritime sociological theory.","The article analyzes the foundation of enacting crew law based on the Marxist philosophy-the specialty of the productivity and the production relations, mainly including the specialties of seaman labor, labor relations of seaman and labor process of seaman, and draws a conclusion that seaman labor is very different from the general labor on land in the aspects of the labor ability, both parties' rights and position in the labor relation and the labor process in various production factor that carries on combining and becoming the product-sea transportation service Therefore, labor law used for adjusting the general labor relation on land,is unfit for the demand of the seaman labor relation adjustment In order to protect the rights of laborers of mariners and prompt the development of marine industry, we should enact the special law of the labor law-the crew law"
"Ship manning and safety : problems in the recruitment, selection and retention of seafarers : a global view","https://scispace.com/paper/ship-manning-and-safety-problems-in-the-recruitment-546v487jkc","2002","","","Solomon Usman Jatau","","https://scispace.com/pdf/ship-manning-and-safety-problems-in-the-recruitment-546v487jkc.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Addresses seafarer recruitment and retention globally, offering labor insights and occasional historical/policy context, but lacks Poole's framework or broader organizational analysis.","Title of Dissertation: Ship Manning and Safety: Problems in the Recruitment, Selection and Retention of Seafarers – A Global View."
"Missing the tide? Workplace cultural differences as a barrier to seafarer mobility in the U.S. workboat and sail training sectors","https://scispace.com/paper/missing-the-tide-workplace-cultural-differences-as-a-barrier-1c6rc6usgs","2016","Journal Article","Maritime Policy & Management","Eric Romelczyk
Austin Becker","10.1080/03088839.2016.1185182","https://scispace.com/pdf/missing-the-tide-workplace-cultural-differences-as-a-barrier-1c6rc6usgs.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Examines seafarer mobility and cultural barriers, offering policy insights and sector case details, but lacks Poole framework linkage or broader industry analysis.","While previous research details the psychological and social benefits of sail training programs for amateur ‘trainees,’ much less is known about the value and transferability of sail training work experience in terms of professional development for seafaring careers. This article reviews the current state of scientific knowledge on sail training and presents the findings of a qualitative study of maritime recruiter perceptions at 10 U.S. flag workboat companies. Results suggest that the maritime industry may benefit from an improved understanding of the role that sail training programs and the sail training community can play in training and inspiring the next generation of motivated and professional seafarers. Workboat recruiters see positive and negative aspects of sail training experience and perceive cultural divides within the maritime industry that may affect a seafarers’ job mobility, whether or not such divides actually exist."
"Collecting International Merchant Seafarer Oral Histories: Experiences and Reflections","https://scispace.com/paper/collecting-international-merchant-seafarer-oral-histories-5fyj4imts9","2014","Journal Article","The Qualitative Report","Tom Matyók","10.46743/2160-3715/2011.1118","https://scispace.com/pdf/collecting-international-merchant-seafarer-oral-histories-5fyj4imts9.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses oral histories to capture seafarer labor experiences, offering contextual background and flexible qualitative methods, but lacks reference to Poole's framework or broader organizational analysis.","Investigating highly mobile labor populations presents researchers with unique challenges and opportunities. In this paper, I share my experiences and reflections in collecting international merchant seafarers' oral histories and propose to move the dialogue forward regarding the use of hybrid qualitative research practices. Seafarers are constantly moving, at sea and in port, and traditional research methodologies are inadequate in determining the nature of modern-day seafaring. I suggest how qualitative research methods must be flexible enough to accommodate researchers' needs in a chaotic global milieu. Investigators researching highly mobile labor populations, as well as mobile immigrant and refugee communities, can gain insights into the challenges and methods available for meeting those challenges. Key Words: Migrant Labor, Oral Histories, Interviewing, Qualitative Research Methods, and Globalization ""... The only honorable course will be to stake everything on a formidable gamble: That words are more powerful than munitions."" Albert Camus1 I am a peace researcher. I use qualitative research as a tool for advancing toward positive peace (Galtung, 1998). I view qualitative research as action-centered. In this article, I reflect on my research process, and suggest how qualitative research methods must be flexible enough to accommodate researchers' needs in a chaotic global milieu. Ideally, my experiences collecting international merchant seafarer oral histories will illuminate others' work and expand the dialogue surrounding the development of qualitative research methods. When choosing a research topic, smart researchers usually avoid studies of inaccessible populations. Their reluctance stems less from insurmountable methodological problems than inconvenience or lack of will. In fact, the means of studying all manner of populations exist. Their implementation, however, is not easy. What is needed is ""money, trained staff, and cooperation of various disciplines . . ."" (Goldstein, 1968, p. 249). When I initiated my research project oriented on achieving an understanding of contemporary international merchant seafaring, money was unavailable to me in any significant amount. Yet my position as director of a seafarers' center provided an experienced staff capable of mastering the methods of oral history and positioned me to access hundreds of mariners as they entered and departed our port. And my own background brought an interdisciplinary approach to the organization of the study and the analysis of resulting data. Two out of three is not too bad. It is hoped that the example of this work will encourage others to undertake similar projects. Background In globalization's chaos, labor is in constant motion, seeking work. By definition, globalization erodes national boundaries (Menyhart, 2003). Cross-boundary labor flows, legal or otherwise, are an inevitable outgrowth of globalization. Labor migrates across porous national boundaries pursuing work; work chases cheap labor in a global market. Like water, the labor market seeks a common level, often the lowest point. That is the bedeviling issue. Yet people can formulate rational and humane policies even when national boundaries and jurisdictions fade. Policy is the outgrowth of narrative (Matyok, 2009). Through the telling of stories, narrator and listener interact and negotiate a new future. Globalization promises long-run benefits for all, but it is too often discussed in economic terms stripped of its human dimension. Economists measure outcomes, never processes. Outcomes are measured quantitatively; process defines quality of life (Brady, 2003; Figini & Santarelli, 2006; Goldberg & Pavcink, 2004). My research pleads for creation of worker counter-narratives that confront the human dimension of globalization. A seaport is an exceptional laboratory to study the impact of globalization on labor. First, international merchant shipping is probably the most global of all industries. …"
"Safety Management Documentation Models for the Maritime Labour Convention, 2006","https://scispace.com/paper/safety-management-documentation-models-for-the-maritime-3iwah15l2l","2012","Journal Article","The asian journal of shipping and logistics","Wen-Jen Wu
Don Jyh-Fu Jeng","10.1016/J.AJSL.2012.04.003","","- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses documentation models to meet MLC compliance, offering policy guidance for inspections; touches on seafarer conditions but lacks Poole's sociological framework or broader industry analysis.","The Maritime Labour Convention, 2006 (MLC, 2006), which will enter into force in 2012 or 2013, focuses on seafarers’ rights, safety and health in order to promote a better shipping environment. A Declaration of Maritime Labour Compliance Part II (DMLC II) is required to state the measures taken to ensure the quality of seafarers’ living and working conditions on-board a ship. It is a challenge for ship owners to establish such a document and fit it into the existing safety management systems, International Safety Management Code (ISM). This paper proposes four possible documentation models of the ship owners’ management system to cover the DMLC II with pros and cons. An appropriate documentation model not only benefits owners with regard to enforcement of the MLC, 2006, but also helps the flag and port state administrations to perform effective and efficient inspections."
"Occupational Behaviour and Commitment of Seamen","https://scispace.com/paper/occupational-behaviour-and-commitment-of-seamen-38msp3suzi","1975","Journal Article","Maritime Policy & Management","Bilha F. Mannheim
Eliezer Rosenstein","10.1080/03088837500000007","","- **Relevance Score:** 9/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses seamen occupational behavior data to explore labour dynamics, offering historical insight but lacking Poole's framework, broader industry analysis, or policy discussion.","(1975). Occupational Behaviour and Commitment of Seamen. Maritime Studies and Management: Vol. 3, No. 1, pp. 41-51."
"Creating Clarity and Crew Courage: Preventive and Promotive Measures for a Maritime Industry Without Bullying and Harassment","https://scispace.com/paper/creating-clarity-and-crew-courage-preventive-and-promotive-3jyafewd","2022","Journal Article","Occupational health science","Magnus Boström
Cecilia Österman","10.1007/s41542-022-00129-5","https://scispace.com/pdf/creating-clarity-and-crew-courage-preventive-and-promotive-3jyafewd.pdf","- **Relevance Score:** 9/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses workshop insights to propose anti‑bullying measures for seafarers, touching on labour conditions and policy needs, but lacks Poole framework references or broader maritime sociological analysis.","Abstract Seafaring shares many characteristics with contemporary working life ashore. However, a major difference is that seafarers can spend up to 12 months aboard a ship that constitutes a work, living and recreational environment. Onboard work includes many stressors that can potentially contribute to workplace bullying and harassment, which in turn can affect safety critical operations. The aim of this study was to identify underlying causes in the organizational and social work environment that can cause workplace bullying and harassment at sea, and to suggest appropriate preventive and promotive strategies and measures. Data were collected mainly through World Café workshops with 56 participants from the Swedish maritime industry. Seafarer occupational health, safety, and wellbeing is largely determined by interdependent factors at micro, meso, and macro levels, where different stakeholders play various roles. Strategies and measures starting at the individual seafarer, and gradually expanding outwards toward the maritime industry are suggested. It is important that a victim of bullying or harassment receives adequate support. Creating crew courage enables employees to both recognize troubling situations and know how to act and respond to a situation. To bridge the gap between policy and practice, the legislative framework needs translating into practical procedures to make sense to the middle manager at the sharp end, with limited knowledge, time, resources, and decision latitude. Future research should evaluate the effectiveness of work environment interventions – what works, for whom, and under which circumstances. "
"Perspective Chapter: Patriarchy and Masculinity Represented in the Diaries of Seafarers Analyzed from the Perspective of Marxist Feminism - Domination Structure of Seafarers and the Marginalization of Women","https://scispace.com/paper/perspective-chapter-patriarchy-and-masculinity-represented-2n9znpmk","2023","Book Chapter","","Michael White","10.5772/intechopen.109693","https://scispace.com/pdf/perspective-chapter-patriarchy-and-masculinity-represented-2n9znpmk.pdf","- **Relevance Score:** 9/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses Marxist feminist lens on seafarer diaries to discuss gendered labor division; touches seafarer labor and historical shipping context but lacks Poole framework, policy or methodological depth.","Looking at the human “body,” which has existed in contexts beyond the distinction between men and women, there are “dominators” and “the dominated” in which a situation of “oppressor” and “oppressed” is created. A world in which this is most evident is that of seafaring. There, domination is not limited to one structure; rather, a twofold domination structure exists. One is the domination and oppression among men, and the other is the existence of women who have been marginalized in the industry. Marxist feminism has clarified that the oppression of women in capitalist societies is based on the connection between capitalism and patriarchy, and in the industry, the vector of domination is not necessarily “male → female,” but rather “male → male → female.” The purpose of this paper is to focus on the shipping industry, which has been constructed at the base of capitalism and to point out the kinds of oppressive structures that have developed there, using the textual analysis of “diaries of seafarers” as a methodology, by focusing on the “bodies” of men and women represented in the history of seafarers in the East and West, with patriarchy onboard ships and the masculinity of seafarers as keywords. "
"Industry Structure, Organizational Forms, and Labor Dynamics in the Intermodal Logistics Supply Chain","https://scispace.com/paper/industry-structure-organizational-forms-and-labor-dynamics-5ch29t7gbf","2010","Journal Article","Social Science Research Network","David Jaffee","10.2139/SSRN.1617347","https://scispace.com/pdf/industry-structure-organizational-forms-and-labor-dynamics-5ch29t7gbf.pdf","- **Relevance Score:** 9/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses intermodal logistics case study of port drayage workers; lacks Poole framework, seafarer focus, or broader maritime sociological contributions.","The logistics intermodal supply chain represents a unique case of interorganizational relations, sequential interdependence, spatial dispersion, and multiple technologies. This sector of the economy has not received the attention it deserves in the organizational and labor studies literature given its centrality to global commodity chains and production networks. However, this variegated chain of organizations and labor processes reveal some interesting dynamics relevant to organization theory, logistics, supply chain management, labor organization, and social class relations. This paper integrates these various literatures in examining the intermodal supply chain that runs inland from the ocean container vessel to final points of distribution and the interplay between industry structure, organizational forms, and labor conditions. An additional consideration is how existing and changing industrial and organizational forms might either facilitate or impede the organization of labor and the strategies used by employers to reduce costs and increase flexibility. The paper includes a brief case study of the interface and interaction between workers in the port drayage and port terminal sectors of the supply chain."
"The impact of innovation on dock labour : evidence from European ports","https://scispace.com/paper/the-impact-of-innovation-on-dock-labour-evidence-from-24xaktgtno","2019","Journal Article","Impresa Progetto - Electronic Journal of Management","Theo Notteboom
Francesco Vitellaro","10.15167/1824-3576/IPEJM2019.3.1230","https://www.impresaprogetto.it/sites/impresaprogetto.it/files/articles/notteboom.pdf","- **Relevance Score:** 9/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses innovation framework to assess dock labour performance in European ports; lacks Poole's theory, focuses on organisational/technological innovations, includes port case analyses, but does not address seafarers, policy, or broader sociological contributions.","The market environment of ports and terminals is continuously pushing terminal operators to achieve higher levels of dock labour performance. This paper proposes an original conceptual framework to identify, classify and evaluate innovative initiatives of terminal operators addressed to enhance dock labour performance. We link the innovation concept to a market-driven perspective on the organization of dock work in light of changing market requirements. The conceptual approach not only considers technological innovations, but also organisational and regulatory innovations. The framework is used to analyse a set of innovative initiatives of terminal operators in European seaports. The findings reveal that innovative initiatives can have very different characteristics and ramifications when looking at the type of innovation, the boundaries of innovation, the nature of the actors involved, the (expected) magnitude of impact and the impact of labour performance."
"A Global Radical Waterfront: The International Propaganda Committee of Transport Workers and the International of Seamen and Harbour Workers, 1921–1937","https://scispace.com/paper/a-global-radical-waterfront-the-international-propaganda-1emyfc1lwr","2021","Monograph","","Holger Weiss","10.1163/9789004463288","https://scispace.com/pdf/a-global-radical-waterfront-the-international-propaganda-1emyfc1lwr.pdf","- **Relevance Score:** 9/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses detailed historical analysis of radical waterfront organisations (1920s‑1930s) to illustrate labour activism, but lacks any reference to Poole’s framework or broader sociological theory.",""
"Forgotten keyworkers: the experiences of British seafarers during the COVID-19 pandemic","https://scispace.com/paper/forgotten-keyworkers-the-experiences-of-british-seafarers-2z6a848v","2022","Journal Article","Economic and Labour Relations Review","Helen Devereux
Emma Jane Kirsty Wadsworth","10.1177/10353046221079136","","- **Relevance Score:** 7/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses a questionnaire to reveal how precarious contracts worsened seafarers' conditions during COVID-19, but lacks any reference to Poole’s framework or broader maritime sociological theory.","During the COVID-19 pandemic the UK Government designated seafarers as keyworkers. This article explores their experiences in an industry operating under international legislation designed to ensure and maintain their employment and working conditions. Three hundred and fifty-two British seafarers completed an online questionnaire. The findings revealed two key themes: the erosion of the terms and conditions of those who work at sea, and the differing experiences of those who were precariously employed on single voyage contracts in comparison to those in permanent employment. In contrast with precariously employed individuals, more seafarers with permanent contracts were joining the vessel as normal and fewer were not being paid having been unable to join a ship as scheduled. In a similar vein, fewer permanently employed seafarers were adversely financially impacted during the pandemic. The article concludes that those with the weakest employment relationships have experienced the greatest challenges as a result of the COVID-19 pandemic–a scenario which was possible as a result of the limited enforcement of the regulatory framework intended to protect those who work at sea."
"The Rhythms of Shipboard Life: Work, Hierarchy, Occupational Culture and Multinational Crews","https://scispace.com/paper/the-rhythms-of-shipboard-life-work-hierarchy-occupational-4ytt31nffb","2021","Book Chapter","","Helen Sampson","10.1007/978-3-030-49825-2_8","https://scispace.com/pdf/the-rhythms-of-shipboard-life-work-hierarchy-occupational-4ytt31nffb.pdf","- **Relevance Score:** 7/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses ethnographic description of seafarers' work, hierarchy, and culture to illustrate labour experiences, but lacks reference to Poole's framework or broader organisational analysis.","Several words repeatedly crop up when you ask a seafarer working in the international cargo fleet to describe a life at sea: ‘boring’, is one; ‘lonely’ is another; and the word ‘sacrifice’ is used very frequently as well. Most contemporary seafarers are recruited from developing economies where well-paid opportunities for work ashore are scarce and, if they can be found at all, are only available to highly skilled or qualified personnel. As a result, the money that can be earned at sea by both officers and ratings is often unparalleled and this encourages people to seek work as a seafarer when they are young. It also keeps many of them coming back to sea as they get older (as described so vividly by Baum-Talmor in Chap. 5) despite having come to grips with some of the rather unglamorous aspects of the job."
"Are Seafarers Migrants? ‐ Situating Seafarers in the Framework of Mobility and Transnationalism","https://scispace.com/paper/are-seafarers-migrants-situating-seafarers-in-the-framework-1fa3aw9v75","2004","Journal Article","New Zealand Geographer","Maria Borovnik","10.1111/J.1745-7939.2004.TB01703.X","","- **Relevance Score:** 7/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses migration theory to situate seafarers, offering limited labour focus but no reference to Poole’s framework or broader maritime sociological constructs.","Seafarers are a unique occupational group who are recruited, by international agencies and work under contract on board ships of different kinds: merchant cargo and container ships; deep sea fishing vessels; and cruise ships. Seafarers “travel” either globally or regionally over varying distances. This paper seeks to find a place for the movement of seafarers in the existing theoretical context of labour migration. They undertake a particular type of circulatory or ‘transversal’ labour migration, and have established a special form of social identity. Locating them within theoretical migration and transnational concepts will contribute a new perspective."
"An analytical review of the treatment of seafarers under the current milieu of the international law relating to maritime labour and human rights","https://scispace.com/paper/an-analytical-review-of-the-treatment-of-seafarers-under-the-1ps8xpqmrz","2009","","","Maria R. S. B. Hubilla","","https://scispace.com/pdf/an-analytical-review-of-the-treatment-of-seafarers-under-the-1ps8xpqmrz.pdf","- **Relevance Score:** 7/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Analyzes seafarers' legal rights and human‑rights violations but lacks reference to Poole’s framework or broader sociological theory; only loosely touches labour issues.","Title of Dissertation : An Analytical Review of the Treatment of Seafarers Under the Current Milieu of the International Law Relating to Maritime Labour and Human Rights Degree : Master of Science (MSc) The humane treatment of seafarers has been a long standing issue synchronic with the evolution of seafaring. Their categorisation as a special group of maritime workers was borne out of the distinctive nature of their work on board the ship. The far reaching expanse of the sea made them isolated and inaccessible from the protection of a legal system that normally cease or change at every border of a territorial State. This is where the seafarer’s human rights and welfare becomes vulnerable, in the face of legal complexities and uncertainties. Having in mind the disadvantaged position of the lowest members in the shipping society, and the rampant violation of their rights brought about by the rising trend in the criminalisation of seafarers in the event of maritime accident, denial of shore leave and abandonment of seafarers, various international laws and legal instruments were formulated and instituted by the different international bodies and entities to address the above stated problems. This paper will, therefore, undertake a critical analysis of the different legal regimes that are relevant to the rights of seafarers, for the purpose of determining their efficacy in protecting the rights and interests of the seafarers. This is in the light of the fact that among the numerous international instruments existing today, nothing ever dealt specifically at protecting the seafarer’s human rights and welfare while at the same time the violation and disregard of their fundamental rights continue. The inevitable effect from the unrelenting ill-treatment of seafarers is being manifested by the occurring shortage of ship officers and the waning interest in the seafaring career which will undoubtedly hamper the efficiency of the world’s fleet that is being manned and operated through the unrivalled skills of the seafarers."
"The Seafarers' Urban World: A Critical Review:","https://scispace.com/paper/the-seafarers-urban-world-a-critical-review-3woeygji43","2013","Journal Article","The International Journal of Maritime History","Robert Lee","10.1177/084387141302500103","","- **Relevance Score:** 7/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses seafarer urban experience analysis to discuss labour dynamics, but lacks Poole's framework, broader industry analysis, organizational focus, or methodological depth.","This paper addresses some of the outstanding issues relating to our perception
of the seafarer’s urban world. It reassesses the stereotypical image of Jack
ashore, particularly in relation to drink and crime, as well as the perception
and experience of the urban environment; locates seafarers within their family,
kin and communal networks; explores the linkages between maritime and
shore-based employment; and analyzes the extent and significance of welfare
support in mediating the experience of the urban world. It also places the
analysis of the seafarer’s shore-based experiences within a wider conceptual
and methodological framework rather than accepting at face value the normative
accounts found in the work of some maritime historians and which continue
to mould and structure popular opinion."
"Lives in Peril: Profit or Safety in the Global Maritime Industry?","https://scispace.com/paper/lives-in-peril-profit-or-safety-in-the-global-maritime-3bd3gpjlue","2013","Book","","David Walters
Nicholas J. Bailey","","","- **Relevance Score:** 7/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses seafarer vulnerability data to discuss profit vs safety, but lacks Poole's framework, broader industry analysis, or methodological details required by the criteria.","Lives in Peril demonstrates how and why seafarers are a vulnerable group of workers. It argues they are made so by the organisation and structure of their employment; the prioritisation of profit over safety by the actors that engage and control their labour; the limits of enforcement of the regulatory framework that is in place to protect them; and by their weakness as collective actors in relation to capital. The consequences of this vulnerability are seen in data on their occupationally-related morbidity and mortality - evidence that probably only represents a partial picture of the actual extent of the physical, mental and emotional harm resulting from work at sea. This volume's central argument is that this situation is likely to remain broadly unchanged as long as global maritime governance and regulation remains in thrall to the neo-liberal economic and political arguments that drive globalisation, and fails to enforce regulatory standards more robustly."
"Labour Flexibilization at Sea","https://scispace.com/paper/labour-flexibilization-at-sea-5gbhyl855w","2008","Journal Article","International Feminist Journal of Politics","Christine B. N. Chin","10.1080/14616740701747584","https://www.tandfonline.com/doi/pdf/10.1080/14616740701747584","- **Relevance Score:** 7/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Analyzes gendered labour flexibilization on cruise ships, detailing seafarer demographics and citizenship effects, but lacks reference to Poole's framework or broader maritime organisational analysis.","Cruise line employment of men and women contract seafarers from all over the world since the late twentieth century has produced what is called multinational or ‘mini UN’ crew on board large modern cruise ships. This phenomenon is encouraged by open ship registries that legally endorse and affirm the flexibilization of labour at sea. Labour flexibilization processes, however, are not characterized solely by the demand and supply of low wage seafarers. Rather, they are mediated by perceived traits ascribed to seafarers' passport citizenship, physiognomy and biological sex. Men seafarers from countries of the Global North and South, respectively and overwhelmingly dominate the shipboard positions of senior officers and lower level support staff. Women's positioning in this uniquely stratified maritime workforce depends perceptively as well on the association of nationality, race/ethnicity and gender, with that of shipboard work. Thus, although cruise ship crew diversity appears to signify a globali..."
"Maritime Sociology in the Making","https://scispace.com/paper/maritime-sociology-in-the-making-2b3fq6zl","2022","Book Chapter","","","10.1163/9789004503410_002","https://scispace.com/pdf/maritime-sociology-in-the-making-2b3fq6zl.pdf","- **Relevance Score:** 7/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a broad overview of maritime sociology, highlighting social importance of the sea and ecological awareness, but lacks Poole's framework, seafarer labor focus, and detailed empirical or policy analysis.",""
"“It’s okay even if you are a spy”: issues in researcher positioning within a precarious workplace","https://scispace.com/paper/it-s-okay-even-if-you-are-a-spy-issues-in-researcher-ut9xklmmyq","2019","Journal Article","Journal of Organizational Ethnography","Polina Baum-Talmor","10.1108/JOE-12-2018-0047","https://scispace.com/pdf/it-s-okay-even-if-you-are-a-spy-issues-in-researcher-ut9xklmmyq.pdf","- **Relevance Score:** 7/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses ethnographic insight to describe precarious seafarer work conditions, but lacks Poole's framework, broader industry analysis, or explicit contributions to maritime sociology.","The purpose of this paper is to examine some of the complexities associated with the trust-building process between participants and researcher in the context of a precarious work environment. Specifically, the paper seeks to discuss issues arising from the power dynamics, mistrust and tensions between different stakeholders in the research (i.e. employers, employees and the researcher), and the implications of such relationships for establishing rapport and trust with research participants.,This paper uses the case of the shipping industry and is based upon findings from two research projects. One project examined similarities and differences between the merchant vessel and Goffman’s theoretical conceptualisation of “total institutions” (Goffman, 1961); the other focused on the increasing flexibility of labour in the global labour market, using the case of shipping. Both projects incorporated ethnographic research methods which included three voyages on board merchant vessels, as well as interviews and informal conversations with over 100 participants.,The researcher encountered several obstacles throughout the projects, many of which related to the access to the restricted workplace setting of a cargo ship. However, this paper is based on her positioning in the field after permission to access the ship had been granted by the shipping company. It was often challenging to overcome participants’ suspicions of the researcher as being sent by the company to spy on them. The researcher generally managed to overcome such suspicions in the course of her fieldwork by building relationships with participants over time. Nevertheless, these relationships were influenced by the complex power dynamics amongst the different stakeholders in the field. The challenges encountered in the field sites suggest that researchers should be open and fluid in the ways they present themselves in the field. The findings potentially offer useful insights for novice researchers whose research focuses on workplace settings characterised by precariousness of employment and for those conducting shipboard research.,The main contribution of this paper lies within its ability to shed light on the often-delicate relationships between different stakeholders in a research project, and the influence of these relationships on a researcher’s continuous access to the field. The experiences described in this paper are based on the global shipping industry, but they are also relevant to other closed, isolated and/or restricted research settings. Specifically, experiences described in this paper are similar to those of researchers studying “closed” research environments that are not accessible to the general public; this is particularly the case where a hierarchical work structure controls to some extent the roles played by different stakeholders within the precarious work environment, potentially influencing the way someone from outside the workplace approaches it. These include, for example, government owned establishments such as prisons, mental hospitals as well as privately owned closed business organisations."
