"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Sailortown: Theory and Method in Ordinary People's History","https://scispace.com/paper/sailortown-theory-and-method-in-ordinary-people-s-history-50d8rnluhs","1983","Journal Article","Acadiensis","Richard Rice","","https://scispace.com/pdf/sailortown-theory-and-method-in-ordinary-people-s-history-50d8rnluhs.pdf","- **Relevance Score:** 12/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses historical port selection to discuss deep‑sea sailors, but lacks Poole's framework and detailed organizational analysis; offers limited sociological insight into seafarer labor.","parallels the evolution of the port; were both changes part of the same historical process? Comparison of harbour development in Saint John with that in other leading North American ports would also have illustrated more clearly the specifically urban, as opposed to regional, dimension of Saint John's port development. The Port of Saint John cannot be read quickly. It is a detailed study and at times the narrative is rather laboured and obscure. But in the end the book does reward its readers with numerous insights both about the relationship between region and nation on Canada's east coast and about the evolution of Canada's urban system. For this reason it provides a. useful addition to the historical literature of Canada's Atlantic seaboard."
"The Maritime Labour Convention 2006: A Frozen Revolution in the Realisation of Social Justice for Seafarers","https://scispace.com/paper/the-maritime-labour-convention-2006-a-frozen-revolution-in-40ry82kcg7","2013","","","Lloyd Cameron","","https://scispace.com/pdf/the-maritime-labour-convention-2006-a-frozen-revolution-in-40ry82kcg7.pdf","- **Relevance Score:** 12/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses MLC analysis to discuss labor standards and social justice, but lacks Poole's framework and detailed sociological or organizational study of seafarers.","Realising social justice has been one of the central goals of the International Labour Organisation since its inception. Yet today the unique environment and dangers associated with working at sea make the world’s 1.2 million seafarers a particularly vulnerable group, both in terms of their physical safety and mental wellbeing, and concerning the realisation of social justice.

Social justice is a somewhat abstract term, taken to refer to the “fair” balance of power and benefits between different groups in society. Central to this notion of “fairness” is the respect for liberties and human dignity. However, international maritime law has traditionally focused on political and economic considerations rather than the social needs of the seafarer. This problem has been exacerbated by the advent of globalisation and an increasing tendency within the industry for shipowners to seek out flags of convenience, allowing them to legitimately subvert the international labour standards developed by the ILO with the intention of cutting operational costs. Seafarers have become commodified, seen as objects of the industry rather than subjects of the law who are entitled to rights and protections.

This thesis examines how the innovations contained in the 2006 Maritime Labour Convention are likely to combat these problems and influence the realisation of social justice for seafarers when they come into effect in August 2013.

While not revolutionising the content of the rights and protections afforded to seafarers during the course of their employment, this thesis identifies several innovations concerning implementation and enforcement where the MLC has broken new ground and looks set to revolutionise the realisation of social justice for seafarers.

Consolidation of the previous plethora of maritime labour conventions into a single instrument seems set to increase the accessibility and understanding of rights for seafarers while also providing a focal point through which to incorporate maritime labour considerations into international maritime law – achieving so-called “Fourth Pillar” status for the MLC. In addition, a global legal space for maritime labour rights looks set to be created, working within the jurisdictional framework already established by maritime labour law to strive towards the universalization of seafarers’ rights and foster the ability to human rights forum shop to gain access to justice. Finally, the MLC has provided, for the first time, a legal foundation backed by an enforcement mechanism embedded in competition norms for corporate social responsibility, turning the flag of convenience system on its head and seeking to hand the competitive advantages to those shipping companies who respect and adhere to international labour standards.

The thesis concludes by reflecting recognising that the MLC has therefore made considerable strides towards the substantive realisation of social justice but tempers this by acknowledging the need to monitor and evaluate how these provisions are interpreted and applied in practice when the Convention comes into effect."
"Competency of merchant ship officers in the global shipping labour market: a study of the ‘Knowing-Doing’ gap","https://scispace.com/paper/competency-of-merchant-ship-officers-in-the-global-shipping-1ey2g7m7g8","2018","Dissertation","","Shahriar Mazhari","","","- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses stakeholder interviews to expose competency gaps, mentions training institutions and company practices, but lacks Poole's theory and broader sociological labor analysis.","Shipping is one of the most globalised industries and is central to the world economy. It is estimated that over 50,000 ships (ICS 2017), manned by over 1.2 million seafarers, carry about 90 percent of world trade (ILO 2017). The seagoing workforce needed to operate these ships are drawn from the pool of the global shipping labour market. The safe and efficient operation of ships depends on the competence of the merchant ship officers who need to undergo diverse training in order to obtain the necessary knowledge and skills to perform shipboard tasks. In order to ensure the safe operation of ships and to harmonise the maritime education and training of the seafarers globally, the International Maritime Organisation (IMO) introduced the International Convention on Standards of Training, Certification and Watchkeeping for Seafarers (STCW), which stipulates the minimum standard of competence prescribed for the seafarers. 
Although the STCW Convention set out to standardise seafarers’ education and training, there is evidence that indicates the Convention has not been uniformly implemented and subsequently seafarers are not being uniformly trained and certified across countries. Furthermore, there is also evidence that suggests the stakeholders in the industry, particularly ship owners and ship operators, perceive a gap between the training being provided to officers and the actual skills the officers need to perform their shipboard duties. Although the voice of seafarers is largely missing in the literature, there is anecdotal evidence that indicates this perception is also shared by the officers themselves. Hence, this research examines the perceived ‘gap’ in the skills and competency of merchant ship officers, based on a detailed investigation of key industry stakeholders. The research also examines the nature of the skills and competency gap and the underlying reasons behind the emergence of such a gap. 
The study adopts a qualitative research design to conduct the investigation in which a total of 61 informants, including ship owners, officers and trainers, across five countries, are interviewed. In addition, a documentary analysis is undertaken that includes policy documents, the STCW Convention, shipping companies’ training procedures and training institutes’ curricula, to complement the data from the semi-structured interviews. As a result of the STCW Convention undergoing a major revision during the course of the investigation, further interviews are conducted to examine whether the provisions of the revised Convention address the perceived skills and competency gap. 
The empirical study of stakeholder perceptions, along with documentary analysis of the industry’s literature, reveals that the skills and competency gap of the merchant ship officers in the global labour market is indeed a prominent issue that needs to be addressed. Through applying relevant learning theories to the research data, the competency gap is categorised into a gap in theory, or the ‘knowing’ gap, and a gap in practice, or the ‘doing’ gap. The findings show that while there is a ‘knowing’ gap in the education of the officers, the gap in ‘doing’ or the practical skills of the merchant ship officers is more salient. 
The underlying reasons for such a gap are found to be largely rooted in two major phenomena. One pertains to the globalisation of shipping that led to practices such as flagging out, the emergence of a global labour market for seafarers and the shifting of maritime education and training from Traditional Maritime Nations (TMNs) to newly emerging labour-supplying nations with varying socio-economic contexts. Findings include inconsistencies in implementation of the training standards across different countries, declining commitment of the shipping companies towards the training of the workforce, as well as shortcomings to the training institutions’ resources and practices. 
The second phenomenon relates to advances in technology and equipment, which have led to a reduction in the number of crew and also caused significant changes to the nature of the work on board, leading to a requirement for new skills and also affecting the process of learning. In other words, advances in technology and equipment on board introduce limitations to the traditional apprenticeship model of training as these new technologies call for a more cognitive approach to the learning process. This thesis concludes by recommending measures through which the gap can be addressed."
"A Case Study of Creating a Sustainable Marine Transportation Workforce","https://scispace.com/paper/a-case-study-of-creating-a-sustainable-marine-transportation-2vwohd1g45","2016","Dissertation","","Zelda Burt","10.20381/RUOR-5878","https://scispace.com/pdf/a-case-study-of-creating-a-sustainable-marine-transportation-2vwohd1g45.pdf","- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses organizational learning and HR planning to discuss crew shortages, but lacks Poole references and deep sociological labor analysis; touches on industry bodies and structures.",""
"Maritime Sociology in the Making","https://scispace.com/paper/maritime-sociology-in-the-making-2b3fq6zl","2022","Book Chapter","","","10.1163/9789004503410_002","https://scispace.com/pdf/maritime-sociology-in-the-making-2b3fq6zl.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on the development of maritime sociology as a discipline and journal history; does not discuss Poole, seafarer labor, or organizational structures.",""
"Investigating seafarers’ hard and soft skills in maritime logistics: an overarching approach","https://scispace.com/paper/investigating-seafarers-hard-and-soft-skills-in-maritime-nmg8uk8w7k","2019","Journal Article","Impresa Progetto - Electronic Journal of Management","Teresina Torre
Marta Giannoni
Giovanni Colzi","","https://scispace.com/pdf/investigating-seafarers-hard-and-soft-skills-in-maritime-nmg8uk8w7k.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on hard/soft skill mapping and a conceptual framework for career transition; no mention of Poole, sociological labor analysis, or organizational structures.","The seafarers’ labour market is exposed to continuous changes in terms of requested skills. This trend imposes to seafarers a growing flexibility to face the changing factors that characterize the maritime and logistics cluster. These rapid changes in requested competences, jointly with severe working conditions at sea, lead seafarers to reasoning on potential job opportunities, for an ashore “second life”. The paper provides an overview of seafarers’ hard and soft skills. Then it proposes an ad-hoc framework for disentangling main issues related to competences in the shipping industry. Finally, the theoretical model proposed is used for scrutinizing those skills developed aboard that are expected to support ex-seafarers when searching satisfactory jobs ashore. The manuscript investigates skills in the maritime sector for the development of our conceptual framework. Moreover, it tests and validates this conceptual model, grounding on both anecdotal evidences and insights from experts and practitioners involved in the industry."
"Promoting and Developing Seafarers’ Welfare under the Maritime Labour Convention: A Research Agenda","https://scispace.com/paper/promoting-and-developing-seafarers-welfare-under-the-13o1cxpswk","2013","Journal Article","SPOUDAI Journal of Economics and Business","Maria Progoulaki
Aikaterini Katradi
Ioannis Theotokas","","https://scispace.com/pdf/promoting-and-developing-seafarers-welfare-under-the-13o1cxpswk.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on welfare interventions and MLC compliance; no reference to Michael Poole, sociological labor analysis, or detailed organizational structures.","Seafarers' welfare is becoming a major issue for the international maritime community. This paper aims at examining the effect of welfare interventions onboard and ashore in the development and promotion of seafarers’ well-being. For this, it analyses the theoretical context of welfare and its aspects concerning the shipping industry. The paper is based on the results of a qualitative survey among ten Greek-owned shipping companies that manage a total fleet of more than 430 vessels. Literature review and results of the field further existing knowledge on provision of crew welfare facilities and services, as well as on the role of various stakeholders involved in the provision of such facilities. Analysis also focuses on the examination of current conditions. The paper also examines the way the Maritime Labor Convention standards are met by the industry stakeholders, discusses possible gaps that need to be filled and proposes actions for policy makers. This article introduces the research agenda in the field of welfare and well-being in the shipping industry. The present analysis contributes to our understanding on crew welfare and well-being and offers a base of dialogue on the different areas they affect.
JEL Classifications: J81; I38; K31.
Keywords: Crew welfare; welfare services and facilities; seafarers; well-being; research agenda."
"Developing and Promoting Seafarers' Welfare under the Maritime Labour Convention: A Research Agenda","https://scispace.com/paper/developing-and-promoting-seafarers-welfare-under-the-58fcdi3rdh","2013","","","Maria Progoulaki
Aikaterini Katradi
Ioannis Theotokas","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on welfare interventions and MLC compliance; no mention of Michael Poole, sociological labor analysis, or organizational structures.","Seafarers' welfare is becoming a major issue for the international maritime community. This paper aims at examining the effect of welfare interventions onboard and ashore in the development and promotion of seafarers’ well-being. For this, it analyses the theoretical context of welfare and its aspects concerning the shipping industry. The paper is based on the results of a qualitative survey among ten Greek-owned shipping companies that manage a total fleet of more than 430 vessels. Literature review and results of the field further existing knowledge on provision of crew welfare facilities and services, as well as on the role of various stakeholders involved in the provision of such facilities. Analysis also focuses on the examination of current conditions. The paper also examines the way the Maritime Labor Convention standards are met by the industry stakeholders, discusses possible gaps that need to be filled and proposes actions for policy makers. This article introduces the research agenda in the field of welfare and well-being in the shipping industry. The present analysis contributes to our understanding on crew welfare and well-being and offers a base of dialogue on the different areas they affect."
"Maritime sociology: towards a delimation of themes and analytical frameworks","https://scispace.com/paper/maritime-sociology-towards-a-delimation-of-themes-and-l32v0le997","1981","Journal Article","Maritime Policy & Management","Michael Poole","10.1080/03088838100000046","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a broad overview of maritime sociology themes without focusing on Poole's theories, seafarer labor conditions, or organizational structures.","This paper sets out to evaluate the main areas of focus within maritime sociology and to link more closely than hitherto the various substantive discussions with general theoretical and conceptual approaches. More specifically, it suggests directions in which maritime sociology may be advanced at both empirical and conceptual levels in the future."
"Accessing the global seafaring labour market : Principles and application of the SIRC seafarers database in the cruise sector ()","https://scispace.com/paper/accessing-the-global-seafaring-labour-market-principles-and-3zdyjo8kbu","2003","Journal Article","WMU journal of maritime affairs","Bin Wu","10.1007/BF03195031","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on creating a global seafarer database; lacks Poole's theory, sociological labor analysis, organizational study, or related methodological approaches.","As a global labour market exists for international shipping, a challenging issue facing this industry is to get access to reliable, accurate and timely information of seafarers’ demand and supply. Related to the deregulation environment and great variety in the availability and quality of relevant information, an enquiry into the global seafaring labour market is more complex than a national labour force survey. To cope with the challenge, a novel approach has been developed by the Seafarers International Research Centre (SIRC) at Cardiff University. Viewing capital (ship), labour (seafarers) and services (cargo or passengers) as interconnected and interwoven to each other, it collects and analyses crew lists from main ports world-wide, resulting in the creation of the first global seafarers database. The purpose of this paper is explain its methodological principles, and to illustrate its application potential. Taking the cruise sector as an example, research findings and methodological implications are highlighted."
"Ship manning and safety : problems in the recruitment, selection and retention of seafarers : a global view","https://scispace.com/paper/ship-manning-and-safety-problems-in-the-recruitment-546v487jkc","2002","","","Solomon Usman Jatau","","https://scispace.com/pdf/ship-manning-and-safety-problems-in-the-recruitment-546v487jkc.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper focuses on recruitment, retention, and ILO conventions; lacks Poole's theory, sociological labor analysis, and organizational structure discussion.","Title of Dissertation: Ship Manning and Safety: Problems in the Recruitment, Selection and Retention of Seafarers – A Global View."
"Transforming workplaces in Polish Shipbuilding. A note on maritime sociology considering the Great Transformation of the sea industry","https://scispace.com/paper/transforming-workplaces-in-polish-shipbuilding-a-note-on-2owaffehbf","2016","","","Peter Wegenschimmel","","https://scispace.com/pdf/transforming-workplaces-in-polish-shipbuilding-a-note-on-2owaffehbf.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on Polish shipyard workplaces; does not engage Michael Poole, seafarer labor, organizational analysis, or the specified sociological frameworks.",""
"Inside container economies","https://scispace.com/paper/inside-container-economies-1i6vzgdzl2","2021","Journal Article","Focaal","Hege Høyer Leivestad
Johanna Markkula","10.3167/FCL.2021.890101","https://scispace.com/pdf/inside-container-economies-1i6vzgdzl2.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper focuses on maritime logistics labor and anthropology, without referencing Michael Poole or directly examining seafarers' work conditions or shipboard organizational structures.","This introduction proposes an anthropology of global cargo circulation by placing the maritime shipping industry at the center of global capitalism. With “container economies” we refer to the maritime global circulation of cargo that is sustained by an undervalued labor force, dependent upon unstable logistics infrastructures and driven by speculative capital. Container economies, we argue, are produced by adding, moving, and destroying value through the maritime supply chain. In this introduction, we reflect upon the implications of containerization and its wider consequences for logistics labor. We argue that maritime logistics and labor is best understood by taking into account their wider networks of dependency expressed through kinship relations, ethnicity and coexisting regimes of value."
"The Seafarers' Urban World: A Critical Review:","https://scispace.com/paper/the-seafarers-urban-world-a-critical-review-3woeygji43","2013","Journal Article","The International Journal of Maritime History","Robert Lee","10.1177/084387141302500103","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on seafarers' shore‑based experiences, welfare, and urban perception; does not engage with Poole's theories, shipboard labor conditions, or organizational structures.","This paper addresses some of the outstanding issues relating to our perception
of the seafarer’s urban world. It reassesses the stereotypical image of Jack
ashore, particularly in relation to drink and crime, as well as the perception
and experience of the urban environment; locates seafarers within their family,
kin and communal networks; explores the linkages between maritime and
shore-based employment; and analyzes the extent and significance of welfare
support in mediating the experience of the urban world. It also places the
analysis of the seafarer’s shore-based experiences within a wider conceptual
and methodological framework rather than accepting at face value the normative
accounts found in the work of some maritime historians and which continue
to mould and structure popular opinion."
"Occupational Behaviour and Commitment of Seamen","https://scispace.com/paper/occupational-behaviour-and-commitment-of-seamen-38msp3suzi","1975","Journal Article","Maritime Policy & Management","Bilha F. Mannheim
Eliezer Rosenstein","10.1080/03088837500000007","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper focuses on occupational behaviour and commitment of seamen without referencing Michael Poole, lacking sociological labor analysis, organizational study, or integration of Poole's framework.","(1975). Occupational Behaviour and Commitment of Seamen. Maritime Studies and Management: Vol. 3, No. 1, pp. 41-51."
