Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,For anthrophony studies,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,For bio- or geo-phony studies,Unnamed: 17,Unnamed: 18
Gotz,Repeated elicitation of the acoustic startle reflex leads to sensitisation in subsequent avoidance behaviour and induces fear conditioning,BMC NEUROSCIENCE,2011,YES,NO,NO,NO,Halichoerus grypus,Mammal,Pinnipeds & sirenians,Synthetic,Behavioural,Evasion or startle,Significant effect,NO,,,
Gotz,"Aversiveness of sounds in phocid seals: psycho-physiological factors, learning processes and motivation",JOURNAL OF EXPERIMENTAL BIOLOGY,2010,YES,NO,NO,NO,Multiple,Mammal,Pinnipeds & sirenians,Synthetic,Behavioural,Evasion or startle,Significant effect,NO,,,
Gotz,Non-lethal management of carnivore predation: long-term tests with a startle reflex-based deterrence system on a fish farm,ANIMAL CONSERVATION,2016,YES,NO,NO,YES,Multiple,Mammal,Pinnipeds & sirenians,ADD,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Gotz,Target-specific acoustic predator deterrence in the marine environment,ANIMAL CONSERVATION,2014,YES,NO,NO,YES,Phoca vitulina,Mammal,Pinnipeds & sirenians,ADD,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Graham,Responses of bottlenose dolphins and harbor porpoises to impact and vibration piling noise during harbor construction,ECOSPHERE,2017,YES,NO,NO,NO,Multiple,Mammal,Odontocete,Infrastructure,Detected presence/absence,Detected presence/absence,Significant effect,YES,,,
Graham,Harbour porpoise responses to pile-driving diminish over time,ROYAL SOCIETY OPEN SCIENCE,2019,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Infrastructure,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Gray,"Postural instability and akinesia in a pantropical spotted dolphin, Stenella attenuata, in proximity to operating airguns of a geophysical seismic vessel",JOURNAL FOR NATURE CONSERVATION,2011,YES,NO,NO,YES,Stenella attenuata,Mammal,Odontocete,Seismic,Behavioural,Evasion or startle,No statistical test,NO,,,
Guerra,The giant squid Architeuthis: An emblematic invertebrate that can represent concern for the conservation of marine biodiversity,BIOLOGICAL CONSERVATION,2011,YES,NO,NO,NO,Architeuthis,Invert,Invertebrate,Seismic,Mortality,Observed mortality,No statistical test,NO,,,
Guerra,Effects of boats on the surface and acoustic behaviour of an endangered population of bottlenose dolphins,ENDANGERED SPECIES RESEARCH,2014,YES,NO,NO,NO,Tursiops truncatus,Mammal,Odontocete,Vessel,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Haelters,Towards a numerical model to simulate the observed displacement of harbour porpoises Phocoena phocoena due to pile driving in Belgian waters,HYDROBIOLOGIA,2015,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Infrastructure,Detected presence/absence,Detected presence/absence,No statistical test,NO,,,
Hafsteinsson,RECORDING THE MIGRATION BEHAVIOR OF FISH SCHOOLS BY MULTIBEAM SONAR DURING CONVENTIONAL ACOUSTIC SURVEYS,ICES JOURNAL OF MARINE SCIENCE,1995,YES,NO,NO,NO,Multiple,Fish,Fish,Sonar,Behavioural,Evasion or startle,No statistical test,NO,,,
Halliday,Beluga Vocalizations Decrease in Response to Vessel Traffic in the Mackenzie River Estuary,ARCTIC,2019,YES,NO,NO,NO,Delphinapterus leucas,Mammal,Odontocete,Vessel,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Halvorsen,Threshold for Onset of Injury in Chinook Salmon from Exposure to Impulsive Pile Driving Sounds,PLOS ONE,2012,YES,NO,NO,NO,Oncorhynchus tshawytscha,Fish,Fish,Infrastructure,Physical,Barotrauma,Significant effect,NO,,,
Handegard,The reaction of a captive herring school to playbacks of a noise-reduced and a conventional research vessel,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,2015,YES,NO,NO,NO,Clupea harengus,Fish,Fish,Vessel,Behavioural,Evasion or startle,Significant effect,YES,,,
Handegard,Avoidance behaviour in cod (Gadus morhua) to a bottom trawling vessel,AQUAT. LIVING RESOUR.,2003,YES,NO,NO,NO,Gadhus morhua,Fish,Fish,Vessel,Behavioural,Evasion or startle,Significant effect,NO,,,
Handegard,When fish meet a trawling vessel: examining the behaviour of gadoids using a free-floating buoy and acoustic split-beam tracking,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,2005,YES,NO,NO,NO,Multiple,Fish,Fish,Vessel,Behavioural,Evasion or startle,No statistical test,NO,,,
Harcourt,A whale alarm fails to deter migrating humpback whales: an empirical test,ENDANGERED SPECIES RESEARCH,2014,YES,NO,NO,NO,Megaptera novaeangliae,Mammal,Mysticete,ADD,Behavioural,Behavioural state change,No significant effect,NO,,,
Hardy,An investigation of acoustic deterrent devices to reduce cetacean bycatch in an inshore set net fishery,JOURNAL OF CETACEAN RESEARCH AND MANAGEMENT,2012,YES,NO,NO,NO,Multiple,Mammal,Odontocete,ADD,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Harris,Changes in the Spatial Distribution of Acoustically Derived Minke Whale (Balaenoptera acutorostrata) Tracks in Response to Navy Training,AQUATIC MAMMALS,2019,YES,NO,NO,NO,Balaenoptera acutorostrata,Mammal,Mysticete,Multiple,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Harris,"Foraging Behavior and Disruption in Blue, Fin, and Humpback Whales in Relation to Sonar Exposure: The Challenges of Generalizing Responsiveness in Species with High Individual Variability",AQUATIC MAMMALS,2019,YES,NO,NO,NO,Multiple,Mammal,Mysticete,Sonar,Behavioural,Behavioural state change,Significant effect,NO,,,
Harris,Seal responses to airgun sounds during summer seismic surveys in the Alaskan Beaufort Sea,MARINE MAMMAL SCIENCE,2001,YES,NO,NO,NO,Phoca hispida,Mammal,Pinnipeds & sirenians,Seismic,Behavioural,Evasion or startle,Significant effect,NO,,,
Hassel,Influence of seismic shooting on the lesser sandeel (Ammodytes marinus),ICES JOURNAL OF MARINE SCIENCE,2004,YES,NO,NO,YES,Ammodytes marinus,Fish,Fish,Seismic,Behavioural,Evasion or startle,No statistical test,NO,,,
Hassel,Influence of seismic shooting on the lesser sandeel (Ammodytes marinus),ICES JOURNAL OF MARINE SCIENCE,2004,YES,NO,NO,YES,Ammodytes marinus,Fish,Fish,Seismic,Mortality,Observed mortality,No significant effect,NO,,,
Hastie,Bottlenose dolphins increase breathing synchrony in response to boat traffic,MARINE MAMMAL SCIENCE,2003,YES,NO,NO,NO,Tursiops truncatus,Mammal,Odontocete,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Hastie,Behavioral responses by grey seals (Halichoerus grypus) to high frequency sonar,MARINE POLLUTION BULLETIN,2014,YES,NO,NO,NO,Halichoerus grypus,Mammal,Pinnipeds & sirenians,Sonar,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Hastie,Harbour seals avoid tidal turbine noise: Implications for collision risk,JOURNAL OF APPLIED ECOLOGY,2017,YES,NO,NO,NO,Phoca vitulina,Mammal,Pinnipeds & sirenians,Infrastructure,Behavioural,Evasion or startle,Significant effect,NO,,,
Hawkins,Responses of free-living coastal pelagic fish to impulsive sounds,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2014,YES,NO,NO,NO,Multiple,Fish,Fish,Infrastructure,Behavioural,Behavioural state change,Significant effect,NO,,,
Heenehan,Using acoustics to prioritize management decisions to protect coastal dolphins: A case study using Hawaiian spinner dolphins,MARINE POLICY,2017,YES,NO,NO,NO,Stenella longirostris,Mammal,Odontocete,Vessel,Behavioural,Vocalisation,No statistical test,NO,,,
Heenehan,Differential effects of human activity on Hawaiian spinner dolphins in their resting bays,GLOBAL ECOLOGY AND CONSERVATION,2017,YES,NO,NO,NO,Stenella longirostris,Mammal,Odontocete,Vessel,Behavioural,Vocalisation,Significant effect,NO,,,
Heide-Jorgensen,Narwhals and seismic exploration: Is seismic noise increasing the risk of ice entrapments?,BIOLOGICAL CONSERVATION,2013,YES,NO,NO,NO,Monodon monoceros,Mammal,Odontocete,Seismic,Mortality,Observed mortality,No statistical test,NO,,,
Heiler,"Changes in bottlenose dolphin whistle parameters related to vessel presence, surface behaviour and group composition",ANIMAL BEHAVIOUR,2016,YES,NO,NO,NO,Tursiops truncatus,Mammal,Odontocete,Vessel,Behavioural,Vocalisation,Significant effect,NO,,,
Henderson,Quantifying the Behavior of Humpback Whales (Megaptera novaeangliae) and Potential Responses to Sonar,AQUATIC MAMMALS,2019,YES,NO,NO,NO,Megaptera novaeangliae,Mammal,Mysticete,Sonar,Behavioural,Behavioural state change,Significant effect,NO,,,
Henderson,Occurrence and Habitat Use of Foraging Blainville's Beaked Whales (Mesoplodon densirostris) on a US Navy Range in Hawaii,AQUATIC MAMMALS,2016,YES,NO,NO,NO,Mesoplodon densirostris,Mammal,Odontocete,Sonar,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Henderson,Delphinid behavioral responses to incidental mid-frequency active sonar,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2014,YES,NO,NO,NO,Multiple,Mammal,Odontocete,Sonar,Behavioural,Behavioural state change,Significant effect,NO,,,
Herbert-Read,Anthropogenic noise pollution from pile-driving disrupts the structure and dynamics of fish shoals,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2017,YES,NO,NO,NO,Dicentrarchus labrax,Fish,Fish,Infrastructure,Behavioural,Behavioural state change,Significant effect,NO,,,
Heyward,No evidence of damage to the soft tissue or skeletal integrity of mesophotic corals exposed to a 3D marine seismic survey,MARINE POLLUTION BULLETIN,2018,YES,NO,NO,YES,Multiple,Invert,Invertebrate,Seismic,Mortality,Observed mortality,No significant effect,NO,,,
Heyward,No evidence of damage to the soft tissue or skeletal integrity of mesophotic corals exposed to a 3D marine seismic survey,MARINE POLLUTION BULLETIN,2018,YES,NO,NO,YES,Multiple,Invert,Invertebrate,Seismic,Physical,Barotrauma,No significant effect,NO,,,
Holles,Boat noise disrupts orientation behaviour in a coral reef fish,MARINE ECOLOGY PROGRESS SERIES,2013,YES,NO,NO,NO,Apogon doryssa,Fish,Fish,Vessel,Behavioural,Sensory processing and cognition,Significant effect,NO,,,
Holmes,Juvenile damselfish are affected but desensitize to small motor boat noise,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2017,YES,NO,NO,NO,Pomacentrus amboinensis,Fish,Fish,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Holst,"Cetacean sightings and acoustic detections during a seismic survey off Nicaragua and Costa Rica, November-December 2004",REVISTA DE BIOLOGIA TROPICAL,2017,YES,NO,NO,NO,Multiple,Mammal,Odontocete,Seismic,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Holt,Effects of noise levels and call types on the source levels of killer whale calls,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2011,YES,NO,NO,NO,Orcinus orca,Mammal,Odontocete,Vessel,Behavioural,Vocalisation,Significant effect,NO,,,
Holt,Speaking up: Killer whales (Orcinus orca) increase their call amplitude in response to vessel noise,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2008,YES,NO,NO,NO,Orcinus orca,Mammal,Odontocete,Vessel,Behavioural,Vocalisation,Significant effect,NO,,,
Houser,Endocrine response to simulated US Navy mid-frequency sonar exposures in the bottlenose dolphin (Tursiops truncatus)a),JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2020,YES,NO,NO,YES,Tursiops truncatus,Mammal,Odontocete,Synthetic,Behavioural,Evasion or startle,Significant effect,NO,,,
Houser,Exposure amplitude and repetition affect bottlenose dolphin behavioral responses to simulated mid-frequency sonar signals,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2013,YES,NO,NO,NO,Tursiops truncatus,Mammal,Odontocete,Sonar,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Houser,Endocrine response to simulated US Navy mid-frequency sonar exposures in the bottlenose dolphin (Tursiops truncatus)a),JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2020,YES,NO,NO,YES,Tursiops truncatus,Mammal,Odontocete,Synthetic,Physiological,Physiological response,No significant effect,NO,,,
Houser,Behavioral responses of California sea lions to mid-frequency (3250-3450 Hz) sonar signals,MARINE ENVIRONMENTAL RESEARCH,2013,YES,NO,NO,NO,Zalophus californianus,Mammal,Pinnipeds & sirenians,Sonar,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Hubert,"The role of ambient sound levels, signal-to-noise ratio, and stimulus pulse rate on behavioural disturbance of seabass in a net pen",BEHAVIOURAL PROCESSES,2020,YES,NO,NO,NO,Dicentrarchus labrax,Fish,Fish,Synthetic,Behavioural,Behavioural state change,Significant effect,NO,,,
Hubert,Effects of broadband sound exposure on the interaction between foraging crab and shrimp - A field study,ENVIRONMENTAL POLLUTION,2018,YES,NO,NO,NO,Multiple,Invert,Invertebrate,Synthetic,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Iafrate,Effects of Pile Driving on the Residency and Movement of Tagged Reef Fish,PLOS ONE,2016,YES,NO,NO,NO,Multiple,Fish,Fish,Infrastructure,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Isojunno,Breathing Patterns Indicate Cost of Exercise During Diving and Response to Experimental Sound Exposures in Long-Finned Pilot Whales,FRONTIERS IN PHYSIOLOGY,2018,YES,NO,NO,NO,Globicephela melas,Mammal,Odontocete,Sonar,Physiological,Physiological response,Significant effect,NO,,,
Isojunno,Sperm whales reduce foraging effort during exposure to 1-2 kHz sonar and killer whale sounds,ECOLOGICAL APPLICATIONS,2016,YES,NO,NO,NO,Physeter macrocephalus,Mammal,Odontocete,Sonar,Behavioural,Behavioural state change,Significant effect,NO,,,
Ivanova,"Shipping alters the movement and behavior of Arctic cod (Boreogadus saida), a keystone fish in Arctic marine ecosystems",ECOLOGICAL APPLICATIONS,2020,YES,NO,NO,NO,Boreogadus saida,Fish,Fish,Vessel,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Ivanova,Impact of vessel traffic on the home ranges and movement of shorthorn sculpin (Myoxocephalus scorpius) in the nearshore environment of the high Arctic,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,2018,YES,NO,NO,NO,Myoxocephalus scorpius,Fish,Fish,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Jahoda,Mediterranean fin whale's (Balaenoptera physalus) response to small vessels and biopsy sampling assessed through passive tracking and timing of respiration,MARINE MAMMAL SCIENCE,2003,YES,NO,NO,NO,Balaenoptera physalus,Mammal,Mysticete,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Jain-Schlaepfer,Impact of motorboats on fish embryos depends on engine type,CONSERVATION PHYSIOLOGY,2018,YES,NO,NO,NO,Amblyglyphidodon curacao,Fish,Fish,Vessel,Physiological,Physiological response,Significant effect,YES,,,
Janik,Changes in surfacing patterns of bottlenose dolphins in response to boat traffic,MARINE MAMMAL SCIENCE,1996,YES,NO,NO,NO,Tursiops truncatus,Mammal,Odontocete,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Jepson,Gas-bubble lesions in stranded cetaceans - Was sonar responsible for a spate of whale deaths after an Atlantic military exercise?,NATURE,2003,YES,NO,NO,NO,Multiple,Mammal,Odontocete,Sonar,Mortality,Observed mortality,No statistical test,NO,,,
Johnston,"The effect of acoustic harassment devices on harbour porpoises (Phocoena phocoena) in the Bay of Fundy, Canada",BIOLOGICAL CONSERVATION,2002,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,ADD,Behavioural,Evasion or startle,Significant effect,NO,,,
Jolivet,Validation of trophic and anthropic underwater noise as settlement trigger in blue mussels,SCIENTIFIC REPORTS,2016,YES,NO,NO,YES,Mytilus edulis,Invert,Invertebrate,Vessel,Behavioural,Sensory processing and cognition,Significant effect,NO,,,
Jolivet,Validation of trophic and anthropic underwater noise as settlement trigger in blue mussels,SCIENTIFIC REPORTS,2016,YES,NO,NO,YES,Mytilus edulis,Invert,Invertebrate,Vessel,Demographic,Egg/larval development,Significant effect,NO,,,
Jones,Impulsive pile driving noise elicits alarm responses in squid (Doryteuthis pealeii),MARINE POLLUTION BULLETIN,2020,YES,NO,NO,NO,Doryteuthis pealeii,Invert,Invertebrate,Infrastructure,Behavioural,Evasion or startle,Significant effect,NO,,,
Joyce,Behavioral responses of satellite tracked Blainville's beaked whales (Mesoplodon densirostris) to mid-frequency active sonar,MARINE MAMMAL SCIENCE,2020,YES,NO,NO,NO,Mesoplodon densirostris,Mammal,Odontocete,Sonar,Behavioural,Multiple behavioural impacts,No statistical test,NO,,,
Jung,Reactions of temperate reef fish larvae to boat sound,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,2011,YES,NO,NO,NO,Multiple,Fish,Fish,Vessel,Behavioural,Sensory processing and cognition,No statistical test,NO,,,
Kastak,Underwater temporary threshold shift induced by octave band noise in three species of pinniped,THE JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,1999,YES,NO,NO,NO,Multiple,Mammal,Pinnipeds & sirenians,Synthetic,Physical,Altered hearing ability,Significant effect,NO,,,
Kastelein,Acoustic dose-behavioral response relationship in sea bass (Dicentrarchus labrax) exposed to playbacks of pile driving sounds,MARINE ENVIRONMENTAL RESEARCH,2017,YES,NO,NO,NO,Dicentrarchus labrax,Fish,Fish,Infrastructure,Behavioural,Behavioural state change,Significant effect,NO,,,
Kastelein,Startle response of captive North Sea fish species to underwater tones between 0.1 and 64 kHz,MARINE ENVIRONMENTAL RESEARCH,2008,YES,NO,NO,NO,Multiple,Fish,Fish,Synthetic,Behavioural,Evasion or startle,No statistical test,NO,,,
Kastelein,"Effects of acoustic alarms, designed to reduce small cetacean bycatch in gillnet fisheries, on the behaviour of North Sea fish species in a large tank",MARINE ENVIRONMENTAL RESEARCH,2007,YES,NO,NO,NO,Multiple,Fish,Fish,ADD,Behavioural,Evasion or startle,Significant effect,NO,,,
Kastelein,Differences in the response of a striped dolphin (Stenella coeruleoalba) and a harbour porpoise (Phocoena phocoena) to an acoustic alarm,MARINE ENVIRONMENTAL RESEARCH,2006,YES,NO,NO,NO,Multiple,Mammal,Odontocete,ADD,Behavioural,Evasion or startle,Significant effect,NO,,,
Kastelein,Threshold received sound pressure levels of single 1-2 kHz and 6-7 kHz up-sweeps and down-sweeps causing startle responses in a harbor porpoise (Phocoena phocoena),JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2012,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Synthetic,Behavioural,Evasion or startle,No statistical test,NO,,,
Kastelein,Brief Behavioral Response Threshold Levels of a Harbor Porpoise (Phocoena phocoena) to Five Helicopter Dipping Sonar Signals (1.33 to 1.43 kHz),AQUATIC MAMMALS,2013,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Synthetic,Behavioural,Evasion or startle,No statistical test,NO,,,
Kastelein,"Hearing thresholds of a harbor porpoise (Phocoena phocoena) for playbacks of seal scarer signals, and effects of the signals on behavior",HYDROBIOLOGIA,2014,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,ADD,Behavioural,Behavioural state change,Significant effect,NO,,,
Kastelein,Behavioral responses of a harbor porpoise (Phocoena phocoena) to playbacks of broadband pile driving sounds,MARINE ENVIRONMENTAL RESEARCH,2013,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Infrastructure,Behavioural,Behavioural state change,Significant effect,NO,,,
Kastelein,Swimming Speed of a Harbor Porpoise (Phocoena phocoena) During Playbacks of Offshore Pile Driving Sounds,AQUATIC MAMMALS,2018,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Infrastructure,Behavioural,Behavioural state change,Significant effect,NO,,,
Kastelein,Effect of Pile-Driving Playback Sound Level on Fish-Catching Efficiency in Harbor Porpoises (Phocoena phocoena),AQUATIC MAMMALS,2019,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Infrastructure,Behavioural,Behavioural state change,Significant effect,NO,,,
Kastelein,Behavioral Responses of a Harbor Porpoise (Phocoena phocoena) to 25-kHz FM Sonar Signals,AQUATIC MAMMALS,2015,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Sonar,Behavioural,Behavioural state change,Significant effect,NO,,,
Kastelein,Behavioral Responses of Harbor Porpoises (Phocoena phocoena) to US Navy 53C Sonar Signals in Noise,AQUATIC MAMMALS,2019,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Sonar,Behavioural,Behavioural state change,Significant effect,NO,,,
Kastelein,Pile driving playback sounds and temporary threshold shift in harbor porpoises (Phocoena phocoena): Effect of exposure duration,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2016,YES,NO,NO,YES,Phocoena phocoena,Mammal,Odontocete,Infrastructure,Behavioural,Evasion or startle,Significant effect,NO,,,
Kastelein,Effect of Series of 1 to 2 kHz and 6 to 7 kHz Up-Sweeps and Down-Sweeps on the Behavior of a Harbor Porpoise (Phocoena phocoena),AQUATIC MAMMALS,2014,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Sonar,Behavioural,Evasion or startle,Significant effect,NO,,,
Kastelein,Behavioral Responses of a Harbor Porpoise (Phocoena phocoena) to a Series of Four Different Simulated Low-Frequency Sonar Sounds (1.33-1.43 kHz),AQUATIC MAMMALS,2019,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Sonar,Behavioural,Evasion or startle,Significant effect,NO,,,
Kastelein,Behavioral avoidance threshold level of a harbor porpoise (Phocoena phacoena) for a continuous 50 kHz pure tone (L),JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2008,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Synthetic,Behavioural,Evasion or startle,Significant effect,NO,,,
Kastelein,The influence of 70 and 120 kHz tonal signals on the behavior of harbor porpoises (Phocoena phocoena) in a floating pen,MARINE ENVIRONMENTAL RESEARCH,2008,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Synthetic,Behavioural,Evasion or startle,Significant effect,NO,,,
Kastelein,Brief Behavioral Response Threshold Level of a Harbor Porpoise (Phocoena phocoena) to an Impulsive Sound,AQUATIC MAMMALS,2013,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Synthetic,Behavioural,Evasion or startle,Significant effect,NO,,,
Kastelein,Temporary threshold shifts and recovery in a harbor porpoise (Phocoena phocoena) after octave-band noise at 4kHz,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2012,YES,NO,NO,YES,Phocoena phocoena,Mammal,Odontocete,Synthetic,Behavioural,Evasion or startle,Significant effect,NO,,,
Kastelein,Behavioral Responses of a Harbor Porpoise (Phocoena phocoena) to Sounds from an Acoustic Porpoise Deterrent,AQUATIC MAMMALS,2017,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,ADD,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Kastelein,The influence of three acoustic alarms on the behaviour of harbour porpoises (Phocoena phocoena) in a floating pen,MARINE ENVIRONMENTAL RESEARCH,2001,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,ADD,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Kastelein,The effects of acoustic alarms on the behavior of harbor porpoises (Phocoena phocoena) in a floating pen,MARINE MAMMAL SCIENCE,2000,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,ADD,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Kastelein,The influence of acoustic emissions for underwater data transmission on the behaviour of harbour porpoises (Phocoena phocoena) in a floating pen,MARINE ENVIRONMENTAL RESEARCH,2005,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Other,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Kastelein,Behavioral Responses of a Harbor Porpoise (Phocoena phocoena) to 25.5-to 24.5-kHz Sonar Down-Sweeps With and Without Side Bands,AQUATIC MAMMALS,2015,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Sonar,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Kastelein,Behavioral Responses of Harbor Porpoises (Phocoena phocoena) to Sonar Playback Sequences of Sweeps and Tones (3.5-4.1 kHz),AQUATIC MAMMALS,2018,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Sonar,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Kastelein,Effect of broadband-noise masking on the behavioral response of a harbor porpoise (Phocoena phocoena) to 1-s duration 6-7 kHz sonar up-sweeps,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2011,YES,NO,NO,YES,Phocoena phocoena,Mammal,Odontocete,Sonar,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Kastelein,Effect of a Bubble Screen on the Behavioral Responses of Captive Harbor Porpoises (Phocoena phocoena) Exposed to Airgun Sounds,AQUATIC MAMMALS,2019,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Seismic,Behavioural,Behavioural state change,Significant effect,YES,,,
Kastelein,Pile driving playback sounds and temporary threshold shift in harbor porpoises (Phocoena phocoena): Effect of exposure duration,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2016,YES,NO,NO,YES,Phocoena phocoena,Mammal,Odontocete,Infrastructure,Physical,Altered hearing ability,No statistical test,NO,,,
Kastelein,"Comparative temporary threshold shifts in a harbor porpoise and harbor seal, and severe shift in a seal (L)",JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2013,YES,NO,NO,YES,Phocoena phocoena,Mammal,Odontocete,Synthetic,Physical,Altered hearing ability,No statistical test,NO,,,
Kastelein,Hearing frequency thresholds of harbor porpoises (Phocoena phocoena) temporarily affected by played back offshore pile driving sounds,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2015,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Infrastructure,Physical,Altered hearing ability,Significant effect,NO,,,
Kastelein,Temporary hearing threshold shift in a harbor porpoise (Phocoena phocoena) after exposure to multiple airgun sounds,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2017,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Seismic,Physical,Altered hearing ability,Significant effect,NO,,,
Kastelein,"Effect of level, duration, and inter-pulse interval of 1-2 kHz sonar signal exposures on harbor porpoise hearing",JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2014,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Sonar,Physical,Altered hearing ability,Significant effect,NO,,,
Kastelein,Effects of exposure to intermittent and continuous 6-7 kHz sonar sweeps on harbor porpoise (Phocoena phocoena) hearing,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2015,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Sonar,Physical,Altered hearing ability,Significant effect,NO,,,
Kastelein,Effects of exposure to sonar playback sounds (3.5-4.1 kHz) on harbor porpoise (Phocoena phocoena) hearing,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2017,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Sonar,Physical,Altered hearing ability,Significant effect,NO,,,
Kastelein,Hearing frequency thresholds of a harbor porpoise (Phocoena phocoena) temporarily affected by a continuous 1.5kHz tone,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2013,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Synthetic,Physical,Altered hearing ability,Significant effect,NO,,,
