fragment_id,hypothesis_id,hypothesis_label,hypothesis_ids,signal_id,evidence_id,run_id,sector,axis_group,axis_code,signal_type,demand_phrase,matched_hypothesis_phrase,theory_term_family,indicator_family,semantic_fragment,evidence_surface,semantic_scope,evidence_text_hash,classifier_version,manual_review_status,validity_warning
fragment:signal:8f4f270a631b1e2facb19e22694c8986aa3a104d16a36984371e3696283756cc:H3:c43d3c6a21ac,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:8f4f270a631b1e2facb19e22694c8986aa3a104d16a36984371e3696283756cc,evidence:doi:10.1016/j.marpolbul.2026.119944,30178365958-1,living_res,OCEANIC,O,sustainability_skill,sustainable,ecological,,marine_ecological,sustainable,title,title,0c526be832f81197b720527369f80bebd14ebc0779f6406aa69458ec031aab92,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:90228748ebfcd9125fa5da6a057a413281c8c83352b1af6a68aa3e9545f1d1f6:H3:ec562d147de6,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:90228748ebfcd9125fa5da6a057a413281c8c83352b1af6a68aa3e9545f1d1f6,evidence:doi:10.1080/18366503.2026.2687142,30178365958-1,blue_biotech,OCEANIC,O,governance_skill,governance,marine,,marine_ecological,governance,title+subject,title+subject,d40fe590603f3576b40e5fc07a980ef55a56946619507d455cbd437f05a6a9f8,cumulative-db-semantic-v1,auto_accepted,metadata_only_limitation
fragment:signal:902e6b4d7f80d7158542897881acf292c099b13c35012685f500f7d31e4a34f3:H3:22bad4c597c8,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:902e6b4d7f80d7158542897881acf292c099b13c35012685f500f7d31e4a34f3,evidence:doi:10.1057/s41599-026-07859-9,30178365958-1,non_living_res,MARINE,M,sustainability_skill,sustainability,marine,,marine_ecological,sustainability,title+subject,title+subject,0d4e16018a03d6586a576544db9afcf9454b225bf34c6d22fcfd17854b5a7ea2,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:903098e1b661ee13dde9326898692131ed78583910b5cd696e97b90fb9c02cfe:H3:059e4409ce52,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:903098e1b661ee13dde9326898692131ed78583910b5cd696e97b90fb9c02cfe,evidence:doi:10.46830/wriwp.25.00130,30178365958-1,non_living_res,MARINE,M,governance_skill,policy,marine,,marine_ecological,policy,title+subject,title+subject,517b4b296714d6d044cd9d8878c32a14bee8ec1c4250d9e13e3a80088b3b1681,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:9044db3982ac6cde9d5125ca89dfafd3fef0449bc64613a22c48afa81861eca7:H3:e63d6fa7dfc3,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:9044db3982ac6cde9d5125ca89dfafd3fef0449bc64613a22c48afa81861eca7,evidence:doi:10.71222/za237024,30178365958-1,coastal_tourism,OCEANIC,O,governance_skill,governance,marine,,marine_ecological,governance,title+subject,title+subject,063921fb3ca24aa60a75dde03a52165e7c7827bdf374f7d1b57e2d560d7eaffa,cumulative-db-semantic-v1,auto_accepted,metadata_only_limitation
fragment:signal:90fd35fcdf1b9179a43f3982e4a4326aa7f86410ed6bd759e1b623809bcea6cc:H3:44530d29c662,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:90fd35fcdf1b9179a43f3982e4a4326aa7f86410ed6bd759e1b623809bcea6cc,evidence:doi:10.3389/fmars.2026.1839386,30178365958-1,blue_biotech,MARINE,M,technical_skill,technology,marine,,marine_ecological,technology,title+subject,title+subject,9d4f6760a1f04678ae2ad34f04a1c492729a35760c349cab82d69646b54448e4,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:9104c3ad2d481cb83ba3175cb9089065ba40f5f62c59a2c7e57e5407be19e79b:H3:6b2ca05ba38e,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:9104c3ad2d481cb83ba3175cb9089065ba40f5f62c59a2c7e57e5407be19e79b,evidence:doi:10.21077/ijf.2026.73.2.174990-17,30178365958-1,living_res,MARINE,M,sustainability_skill,sustainability,marine,,marine_ecological,sustainability,title+subject,title+subject,faa6ede0c1695cc99a1e4483b1eaeaf89340b3adac1c61cc189cc4578eefd1bd,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:9118bdad1efbd9a2842e7cff4083f314f11df6568b5b331f22e001510d026d19:H3:939db944e345,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:9118bdad1efbd9a2842e7cff4083f314f11df6568b5b331f22e001510d026d19,evidence:doi:10.52403/ijrr.20251264,30178365958-1,blue_biotech,MARINE,M,sustainability_skill,resilience,marine,,marine_ecological,resilience,title+subject,title+subject,1fc3dd8b99bbb539200f79a1592b14dac6a57ac26630448f7d83804ac09d4696,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:91441dd76b5e7cb6fb1670314afedbc07c777ce1fdd0b498cb74e6f718432a12:H3:0a9b5309e31f,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:91441dd76b5e7cb6fb1670314afedbc07c777ce1fdd0b498cb74e6f718432a12,evidence:doi:10.55681/economina.v5i5.2191,30178365958-1,coastal_tourism,OCEANIC,O,governance_skill,stakeholder,marine,,marine_ecological,stakeholder,title+subject,title+subject,7223dfc5ce9f1ab4fee0427e336808ffed2997a7becd4c3f40fe8e6c66e59189,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:9167b41a0aba8bc63087e6198c1e72f13095786a8479c2a5266a13761a7d9d45:H3:dce5475584c6,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:9167b41a0aba8bc63087e6198c1e72f13095786a8479c2a5266a13761a7d9d45,evidence:doi:10.5751/es-17555-310301,30178365958-1,renewable_energy,OCEANIC,O,policy_regulation_skill,law,marine,,marine_ecological,law,title+subject,title+subject,7bdfc334807e8c1bcb092231dfe4125cecd644de2e2867a8c4ef3f14e6885e4d,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:91bc8f1d4e22809dfcab4b3b4113b4fb9634dc7a97b56858b64bdce2d4ce0ea4:H3:21b8c4b93ad6,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:91bc8f1d4e22809dfcab4b3b4113b4fb9634dc7a97b56858b64bdce2d4ce0ea4,evidence:doi:10.1007/s44475-026-00057-w,30178365958-1,living_res,MARINE,M,safety_risk_skill,risk,marine,,marine_ecological,risk,title+subject,title+subject,b0d9e3608ac4580508a43a348a6248175c0ea7741cf3ca349166dc79a316d77f,cumulative-db-semantic-v1,auto_accepted,metadata_only_limitation
fragment:signal:91eb13e4fec5d375488daf4f4efa999c21cd31b852d63f386444c1170e3e98b3:H3:09b78253a42e,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:91eb13e4fec5d375488daf4f4efa999c21cd31b852d63f386444c1170e3e98b3,evidence:doi:10.5281/zenodo.21426402,30178365958-1,living_res,MARINE,M,governance_skill,governance,marine,,marine_ecological,governance,title+subject,title+subject,0069097d8890f49a9a84fa16579d96c89f81c3411cd670ee6c36e0d451d7fc26,cumulative-db-semantic-v1,auto_accepted,metadata_only_limitation
fragment:signal:9210e3f173dbc23ef5b6fc8c96d3ef5bb4ed04a38616950bc5b051a8bcd836ed:H3:c4de2d3085d8,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:9210e3f173dbc23ef5b6fc8c96d3ef5bb4ed04a38616950bc5b051a8bcd836ed,evidence:doi:10.1002/pan3.10715,30178365958-1,living_res,OCEANIC,O,social_science_skill,sociology,marine,,marine_ecological,sociology,title+subject,title+subject,809918d750c19909ef8ed16e58eb5b34a404aa25f76b33ff3eae22e4e66a20e3,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:9230b2ee0ac3db4d4e1836106364ad5283759839abfb0ea807defdeef08032bc:H3:1761087d74dd,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:9230b2ee0ac3db4d4e1836106364ad5283759839abfb0ea807defdeef08032bc,evidence:doi:10.1016/j.marpolbul.2026.119576,30178365958-1,renewable_energy,OCEANIC,O,sustainability_skill,sustainability,marine,,marine_ecological,sustainability,title+subject,title+subject,0904510bffee55b56031f35d757a89288423480db0e68cddbe17077cc24914a2,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:9264bd7aa47f6345a21618471214dd1d4fb267b0a6e9ab399e52ea10b5293db9:H3:2c302fad88fb,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:9264bd7aa47f6345a21618471214dd1d4fb267b0a6e9ab399e52ea10b5293db9,evidence:doi:10.30564/re.v7i4.10323,30178365958-1,blue_biotech,OCEANIC,O,governance_skill,governance,ecological,,marine_ecological,governance,title+subject,title+subject,11a1459b9530faa1253249a9391e80b8807a0f16794cc179ee4c76ec6bdd4557,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:9283e2b65ac57a29ff926861fac430a0350438b72864bdc65d6353aa95b44d0b:H1:c069d4f1e832,H1,Maritimisation Shift,H1,signal:9283e2b65ac57a29ff926861fac430a0350438b72864bdc65d6353aa95b44d0b,evidence:doi:10.35718/ismatech.v3i2.8481886,30178365958-1,ship_repair,MARITIME,T,explicit_competence_demand,competency,maritime infrastructure,,maritime_dominance,competency,title+subject,title+subject,a0cc6968ebfb1447980282d3bcadbe11aa11849ac70f58fca27a0522da9e801a,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:92b6d9106f632dc0546cde8a157aa44d37fb5bdd53f43ea90617640587fb123d:H3:55ed396c5cde,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:92b6d9106f632dc0546cde8a157aa44d37fb5bdd53f43ea90617640587fb123d,evidence:doi:10.3390/su18020874,30178365958-1,non_living_res,MARINE,M,learning_outcome_signal,ects,marine,,marine_ecological,ects,title+subject,title+subject,cb08af74306a0ed0a080b190ca87c9b178ebbbcbf5a0376c5fa5f9c5d2581af6,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:92e799161469e2fdeaaadab17788fa4ec0f8185921d72be910fc77d1cd50188e:H3:6d845aa115ce,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:92e799161469e2fdeaaadab17788fa4ec0f8185921d72be910fc77d1cd50188e,evidence:doi:10.1111/faf.70100,30178365958-1,living_res,MARINE,M,policy_regulation_skill,law,marine,,marine_ecological,law,title+subject,title+subject,7c80c2b14e1f94e94936339a4c9759c37361b43a5b143270002e4f90e9479b00,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:92fedc7b3b4d9ba7d3622a7d9d0d423e7363a38fe4242899634d4685b266dd57:H3:e7a102605dbd,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:92fedc7b3b4d9ba7d3622a7d9d0d423e7363a38fe4242899634d4685b266dd57,evidence:doi:10.1016/j.heliyon.2024.e34124,30178365958-1,living_res,MARINE,M,social_science_skill,community,marine,,marine_ecological,community,title,title,1b315f215d01961950ac7ebd193eac1a31ed914345e5efc1e3f3cc084fe7d11b,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:931b8d6e87e57a747e2ca4a28ea819b4a6606c0f60ea7cf0c0d317386bd7065c:H3:c46885434e83,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:931b8d6e87e57a747e2ca4a28ea819b4a6606c0f60ea7cf0c0d317386bd7065c,evidence:doi:10.1016/j.sftr.2026.101782,30178365958-1,maritime_defence,OCEANIC,O,sustainability_skill,sustainability,ecological,,marine_ecological,sustainability,title+subject,title+subject,c2ca64f470ab46e87a5f95668db6ebc067f184a52e832b09b4504f34615f961c,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:936722549f94fa530e72c71f72784ea9596de35407662d08dec87545e7c2942b:H3:76acd7ecf8a0,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:936722549f94fa530e72c71f72784ea9596de35407662d08dec87545e7c2942b,evidence:doi:10.5281/zenodo.18508676,30178365958-1,living_res,MARINE,M,sustainability_skill,adaptation,marine,,marine_ecological,adaptation,title+subject,title+subject,c0de0afc739165c91b0c9fcfb55873ca8b5d0f585d405f48d4ce413316157381,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:93b608899235c51a4c104bc62121ee454b4a0f202b92eef299a17f9415e6442a:H3:bd994e541dfa,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:93b608899235c51a4c104bc62121ee454b4a0f202b92eef299a17f9415e6442a,evidence:doi:10.5281/zenodo.20728590,30178365958-1,blue_biotech,MARINE,M,social_science_skill,community,marine,,marine_ecological,community,title+subject,title+subject,1b3a7ba076a40a7160aaf67343571e31ebecf3d2d8342d45d10cb966e3260b85,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:93bff775dad635e14fcbcf871722b452a4913121f157a725b3353170df53cdf5:H3:a33f726b444e,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:93bff775dad635e14fcbcf871722b452a4913121f157a725b3353170df53cdf5,evidence:doi:10.65150/ep-jsshrs/v2e6/2026-14,30178365958-1,coastal_tourism,OCEANIC,O,sustainability_skill,sustainability,ecological,,marine_ecological,sustainability,title+subject,title+subject,dd3e0ce0a1c2a82a320bfcf5ef0a9f1d003905668b5ee9861b58d2ba239d9f6f,cumulative-db-semantic-v1,auto_accepted,metadata_only_limitation
fragment:signal:93fb5e41ece589eabf26dec4a450b194e6d36fa80c62e697b95745741f7845f5:H3:878dd0fa950d,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:93fb5e41ece589eabf26dec4a450b194e6d36fa80c62e697b95745741f7845f5,evidence:doi:10.3390/hydrogen7030094,30178365958-1,desalination,OCEANIC,O,education_training_signal,training,marine,,marine_ecological,training,title,title,da54f2631faeda7cc845420b60dd71989c936106e6d51ca5d76f0dfdf3393134,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:9451d963e5a120fa52467d779ca2cd7c8b4cb438aa4087c2fefd53521115b9c1:H3:368746ca5156,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:9451d963e5a120fa52467d779ca2cd7c8b4cb438aa4087c2fefd53521115b9c1,evidence:doi:10.3390/su18147144,30178365958-1,coastal_tourism,OCEANIC,O,safety_risk_skill,safety,marine,,marine_ecological,safety,title+subject,title+subject,58c0065e4b295cb8a5caad5bfd764621b766ae367bfe4d5cca6bbd8610337e5c,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:945f74a5c7a7dd5d459abe94722d13f19ff66160feae7527f95b0e994467ddaa:H3:296e70a34538,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:945f74a5c7a7dd5d459abe94722d13f19ff66160feae7527f95b0e994467ddaa,evidence:doi:10.15447/sfews.2025v23iss1art3,30178365958-1,blue_biotech,OCEANIC,O,technical_skill,engineering,ecological,,marine_ecological,engineering,title+subject,title+subject,39a9cead02056b139ba3a54f2de522ca5f9a5aa2d2d132f77f388dfa79332f09,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:94ba341d6f3b15a6a1a50e8f6e2f2074acc145b2b891f6bf8362bf04d546b5db:H3:4aacc2b56b69,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:94ba341d6f3b15a6a1a50e8f6e2f2074acc145b2b891f6bf8362bf04d546b5db,evidence:doi:10.3390/app16042032,30178365958-1,living_res,MARINE,M,digital_skill,artificial intelligence,marine,,marine_ecological,artificial intelligence,title+subject,title+subject,cf990f1d1ce126ede83f833e236557432923b9f463b728ff9552ca9a62c1ebaf,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:94fbce092bea49778311749d166a2d4ad38d1d63be7f3dd19066729d53a3eca0:H3:a98a002c6a43,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:94fbce092bea49778311749d166a2d4ad38d1d63be7f3dd19066729d53a3eca0,evidence:doi:10.3390/su13126655,30178365958-1,coastal_tourism,OCEANIC,O,sustainability_skill,sustainable,marine,,marine_ecological,sustainable,title+subject,title+subject,fd659b6fc4dda546d31cef8744402dc232ddd71bd0d44db7c87687a3644fc25f,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:955b7dcd4806c0e44f66ebbf41b6925c3f378894a3b359276aab0d518221839f:H3:5fef9f95d666,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:955b7dcd4806c0e44f66ebbf41b6925c3f378894a3b359276aab0d518221839f,evidence:doi:10.55927/fjsr.v5i6.41,30178365958-1,coastal_tourism,OCEANIC,O,social_science_skill,community,marine,,marine_ecological,community,title+subject,title+subject,e91187bdd8a790b5b678a02cb75031d769caa02ea8e753894df066e8a760a659,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:955f1c280161cf82bb5e745ac351fb95f2f4d4927a0f9bcd1044e90c96b5ac38:H3:7a222a0aac30,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:955f1c280161cf82bb5e745ac351fb95f2f4d4927a0f9bcd1044e90c96b5ac38,evidence:doi:10.1080/18366503.2026.2694228,30178365958-1,desalination,OCEANIC,O,technical_skill,technology,marine,,marine_ecological,technology,title,title,b8c8634d2c0ba9e31df9ed8a5cf3c013fc2075d32a93cea648b553deb5206b38,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:956c67ac22ee057736c811dd0cf9b527c35f99525fb916770ce753b41835cd51:H3:9996427488fc,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:956c67ac22ee057736c811dd0cf9b527c35f99525fb916770ce753b41835cd51,evidence:doi:10.1007/s40152-024-00385-x,30178365958-1,living_res,OCEANIC,O,governance_skill,governance,marine,,marine_ecological,governance,title+subject,title+subject,679b711ca974f85418d0aa4a7b40aab38a54c9b91fe55b0081f9e3370735bb9a,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:9578ce94105f2c968cdc7b50132a72b26a78f2795481bbda01322bb287540925:H3:4a2df6849de6,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:9578ce94105f2c968cdc7b50132a72b26a78f2795481bbda01322bb287540925,evidence:doi:10.1088/1755-1315/1618/1/012011,30178365958-1,coastal_tourism,OCEANIC,O,social_science_skill,community,marine,,marine_ecological,community,title+subject,title+subject,cdcf3e43cc51c95de8ec68779a002c5391d722a7103b0f6dee1692ff39ea1206,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:957d06608cd65fb62e7c38dcae373b4585c35cc8fbae2820bc84665b9dc5524a:H3:08d46b2e20f2,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:957d06608cd65fb62e7c38dcae373b4585c35cc8fbae2820bc84665b9dc5524a,evidence:doi:10.1080/18366503.2026.2687145,30178365958-1,living_res,MARINE,M,governance_skill,governance,marine,,marine_ecological,governance,title+subject,title+subject,54b8fc8a114206844c68d44abbf9419d8dab32cb37d65ba84e2fddb47d5e853f,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:9588a8b1418018f7a613e602bbdda7977c471e1faf06c2d97489c653221c10ec:H3:e77a6e141882,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:9588a8b1418018f7a613e602bbdda7977c471e1faf06c2d97489c653221c10ec,evidence:doi:10.3389/fmars.2025.1577490,30178365958-1,blue_biotech,OCEANIC,O,social_science_skill,sociology,marine,,marine_ecological,sociology,title+subject,title+subject,328b72e3efa3db19d2b6bf189594c6495056514d3847e93853012c6eca0e611b,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:95b68d761dea6585cd87d4530e5b5c67325ab1e7d5582be710ddee9741a28162:H3:6d280e67cb7e,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:95b68d761dea6585cd87d4530e5b5c67325ab1e7d5582be710ddee9741a28162,evidence:doi:10.1515/corrrev-2024-0046,30178365958-1,non_living_res,MARINE,M,digital_skill,artificial intelligence,marine,,marine_ecological,artificial intelligence,title+subject,title+subject,327fc14d9cefe627cce4985e2848e44594a9923985cd2d9e83f7e5b7a7c275fa,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:95cb4b44544271b5a94ff9b1867223c002e48271e53201c53058469110219044:H3:224c6af31c83,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:95cb4b44544271b5a94ff9b1867223c002e48271e53201c53058469110219044,evidence:doi:10.3389/fmars.2026.1817425,30178365958-1,r_i,OCEANIC,O,technical_skill,sensor,marine,,marine_ecological,sensor,title+subject,title+subject,74fac5b9336591e08f9d2a371e79d0c956a3c9b5dbf4ac39f94040490a5b4178,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:95ccc0b79833cd9323d4513ced64147c27d83bce0744ec6642b4f799f4a1cf46:H3:95cb948124ab,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:95ccc0b79833cd9323d4513ced64147c27d83bce0744ec6642b4f799f4a1cf46,evidence:doi:10.3390/su17156880,30178365958-1,non_living_res,MARINE,M,social_science_skill,social science,marine,,marine_ecological,social science,title+subject,title+subject,1ce098bc5ee1eb75db5b06be588e296dae7fd68ddeaaf9be5f75bd30a373fcb8,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:95dbfbc42cff39f8b0e5b964d91eceffc6159a78cae0a528679b82e72eae5865:H3:2154409a19af,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:95dbfbc42cff39f8b0e5b964d91eceffc6159a78cae0a528679b82e72eae5865,evidence:doi:10.21203/rs.3.rs-10217700/v1,30178365958-1,living_res,MARINE,M,social_science_skill,community,marine,,marine_ecological,community,title+subject,title+subject,475d56fded459ebfa98a1661c00b82bba53f559ad41a6eacaeb83145a45e5ee3,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:96164497d5f3140791ce68e23fd6e9fe06f90dfe339cb7db434ce1c4e4e3a344:H3:f346a51b1913,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:96164497d5f3140791ce68e23fd6e9fe06f90dfe339cb7db434ce1c4e4e3a344,evidence:doi:10.3389/focsu.2026.1769160,30178365958-1,coastal_tourism,OCEANIC,O,policy_regulation_skill,law,marine,,marine_ecological,law,title+subject,title+subject,5e7e56393899d15e8146950c8267d79479f29220171528706be153a21c3c54fe,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:96426b5c39e69a287b1040fba0440c7b39e805b7b9ddc1725b85c0177fb612a5:H3:9294ca84d168,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:96426b5c39e69a287b1040fba0440c7b39e805b7b9ddc1725b85c0177fb612a5,evidence:doi:10.71284/jmtpr.20267113,30178365958-1,coastal_tourism,OCEANIC,O,governance_skill,governance,marine,,marine_ecological,governance,title+subject,title+subject,82c0722683721a347be3c538fd527b506f8ed9223f5483b7cd4b5206c42395da,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:965658334ec604d6a23506df2bc42a3f19976c1ec9a08ffc5d5a234a937e03b7:H3:ad9da9c61258,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:965658334ec604d6a23506df2bc42a3f19976c1ec9a08ffc5d5a234a937e03b7,evidence:doi:10.5281/zenodo.21426402,30178365958-1,living_res,MARINE,M,policy_regulation_skill,law,marine,,marine_ecological,law,title+subject,title+subject,0069097d8890f49a9a84fa16579d96c89f81c3411cd670ee6c36e0d451d7fc26,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:968080cfe724be99a628de1a9adab811f76c3a5ba4f494d8f03d32b6ea380d45:H3:4a5663ad8879,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:968080cfe724be99a628de1a9adab811f76c3a5ba4f494d8f03d32b6ea380d45,evidence:doi:10.2172/2361054,30178365958-1,non_living_res,MARINE,M,technical_skill,engineering,marine,,marine_ecological,engineering,title+subject,title+subject,699ea3c098811312d9c2e57209ee18d58417fec2c6164909550ced895492e792,cumulative-db-semantic-v1,auto_accepted,metadata_only_limitation
fragment:signal:96b4d525d7109f4e794342d114460a3a3afa3e736bef4d1003c0d0e25c0adf9e:H1:23fb77af512d,H1,Maritimisation Shift,H1,signal:96b4d525d7109f4e794342d114460a3a3afa3e736bef4d1003c0d0e25c0adf9e,evidence:doi:10.1016/j.ijcip.2024.100683,30178365958-1,maritime_defence,MARITIME,T,digital_skill,cyber,maritime infrastructure,,maritime_dominance,cyber,title,title,9b889737e5fccb5e902fa3d6d412fbccb88f2e27f46d92ce39d4a13808e9703c,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:96c72a60033b7652089794fd7bd0205cfa6ded7c846e6a4c3c3094f9be20a494:H3:913ef2915872,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:96c72a60033b7652089794fd7bd0205cfa6ded7c846e6a4c3c3094f9be20a494,evidence:doi:10.29303/jppipa.v12i1.13952,30178365958-1,coastal_tourism,OCEANIC,O,social_science_skill,community,marine,,marine_ecological,community,title+subject,title+subject,731ed6199842a7d17ab0731603ce882d9ec3df8c48054c8c6630ffd61561d7c4,cumulative-db-semantic-v1,auto_accepted,metadata_only_limitation
fragment:signal:9721654b837d3f1c0889ace54d5b06991b5df7eaaeb8b588e243eebf22dc5cf1:H3:3fc3d1b4d73e,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:9721654b837d3f1c0889ace54d5b06991b5df7eaaeb8b588e243eebf22dc5cf1,evidence:doi:10.3390/jmse14050518,30178365958-1,r_i,OCEANIC,O,sustainability_skill,climate,marine,,marine_ecological,climate,title,title,75f43026254a241fa0d7768589888a67a547d5d3d24d54efa8d80a3b146cf3e3,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:97ae26e6231efb3501c8a7082d3e4ea0f21012361627ec122faf5b81ffe4add7:H3:793fc65a6e7e,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:97ae26e6231efb3501c8a7082d3e4ea0f21012361627ec122faf5b81ffe4add7,evidence:doi:10.1186/s44147-026-01049-9,30178365958-1,non_living_res,MARINE,M,safety_risk_skill,risk,marine,,marine_ecological,risk,title+subject,title+subject,3d5371eb47b66a2ffaf92fc2dc2f6b34c30cd493893460a62f6b798bfd498dbd,cumulative-db-semantic-v1,auto_accepted,metadata_only_limitation
fragment:signal:984c2cfc7bacdfa7f3af6d031a8d156ee1c8fc3d00e8c64bb30b1749c527c3ff:H3:a0950fdbcfbf,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:984c2cfc7bacdfa7f3af6d031a8d156ee1c8fc3d00e8c64bb30b1749c527c3ff,evidence:doi:10.3389/fevo.2026.1822223,30178365958-1,living_res,MARINE,M,sustainability_skill,sustainability,marine,,marine_ecological,sustainability,title+subject,title+subject,42d4ceaccd71565bde7c84a59d081aa419e7ecf0410a5556e8411c89a597961d,cumulative-db-semantic-v1,auto_accepted,metadata_only_limitation
fragment:signal:987389e59c161ddfbe0be525d1c5eaace4cefbb987abd6075fa22bb5adda199f:H3:be1e6f7d4306,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:987389e59c161ddfbe0be525d1c5eaace4cefbb987abd6075fa22bb5adda199f,evidence:doi:10.2139/ssrn.4773753,30178365958-1,non_living_res,MARINE,M,digital_skill,artificial intelligence,marine,,marine_ecological,artificial intelligence,title+subject,title+subject,1ebce7799226ec8d25ac1c378464f6084e19b836e87f0f6d17e5e5b3ba829c30,cumulative-db-semantic-v1,review_required,metadata_only_limitation
fragment:signal:98d9dac8bd63b8848f74366a52054a07ae27c443a14b43aae0114ff574c2efac:H3:548e7ec78a74,H3,MARINE vs OCEANIC Differential Coverage,H3,signal:98d9dac8bd63b8848f74366a52054a07ae27c443a14b43aae0114ff574c2efac,evidence:doi:10.21203/rs.3.rs-9476108/v1,30178365958-1,non_living_res,MARINE,M,governance_skill,governance,marine,,marine_ecological,governance,title+subject,title+subject,89867d865148384fa5ef1731938ebbbdc110d54ff4c498d4ba0c7195b6115114,cumulative-db-semantic-v1,review_required,metadata_only_limitation
