title,authors,year,doi,source_id,provider,language,journal,url,source_query,retrieval_timestamp,licence_note
Unveiling interconnectedness between marine protected and non‐protected areas in Tanzania: Insights from barred mudskipper (<i>Periophthalmus argentilineatus</i>) population genetic structure,Cyrus Rumisha,2024,10.1111/fme.12722,crossref:10.1111/fme.12722,Crossref,,Fisheries Management and Ecology,https://doi.org/10.1111/fme.12722,fisheries management sustainability marine protected areas,2026-07-02T22:30:54.263381+00:00,Crossref open metadata
Predictive modelling of illegal fishing in no‐take marine protected areas,"Tom R. Davis, David Harasti",2020,10.1111/fme.12412,crossref:10.1111/fme.12412,Crossref,,Fisheries Management and Ecology,https://doi.org/10.1111/fme.12412,fisheries management sustainability marine protected areas,2026-07-02T22:30:54.263385+00:00,Crossref open metadata
Editorial: Marine protected areas and small-scale fisheries,Karim Erzini,2020,10.1016/j.aaf.2020.09.002,crossref:10.1016/j.aaf.2020.09.002,Crossref,,Aquaculture and Fisheries,https://doi.org/10.1016/j.aaf.2020.09.002,fisheries management sustainability marine protected areas,2026-07-02T22:30:54.263389+00:00,Crossref open metadata
Fisheries and Marine Protected Areas,Unknown,2023,10.1002/9781119511847.ch18,crossref:10.1002/9781119511847.ch18,Crossref,,Sustainable Fishery Systems,https://doi.org/10.1002/9781119511847.ch18,fisheries management sustainability marine protected areas,2026-07-02T22:30:54.263392+00:00,Crossref open metadata
"The other side of large-scale, no-take, marine protected areas in the Pacific Ocean",Yan Giron,2016,10.4000/books.pacific.432,crossref:10.4000/books.pacific.432,Crossref,,Fisheries in the Pacific,https://doi.org/10.4000/books.pacific.432,fisheries management sustainability marine protected areas,2026-07-02T22:30:54.263395+00:00,Crossref open metadata
Marine Protected Areas and the Governance of Marine Ecosystems and Fisheries,"BONNIE J. McCAY, PETER J. S. JONES",2011,10.1111/j.1523-1739.2011.01771.x,crossref:10.1111/j.1523-1739.2011.01771.x,Crossref,,Conservation Biology,https://doi.org/10.1111/j.1523-1739.2011.01771.x,fisheries management sustainability marine protected areas,2026-07-02T22:30:54.263399+00:00,Crossref open metadata
"CREATING BETTER MARINE PROTECTED AREAS FOR CETACEANS: STEPS TOWARDS THE DESIGN, ESTABLISHMENT AND MANAGEMENT OF MARINE PROTECTED AREAS FOR CETACEANS",Unknown,2012,10.4324/9781849771948-12,crossref:10.4324/9781849771948-12,Crossref,,Marine Protected Areas for Whales Dolphins and Porpoises,https://doi.org/10.4324/9781849771948-12,fisheries management sustainability marine protected areas,2026-07-02T22:30:54.263402+00:00,Crossref open metadata
"Social Contexts and Customary Fisheries: Marine Protected Areas and Indigenous Use, Australia",Melissa Nursey-Bray,2010,10.1007/s00267-010-9545-8,crossref:10.1007/s00267-010-9545-8,Crossref,,Environmental Management,https://doi.org/10.1007/s00267-010-9545-8,fisheries management sustainability marine protected areas,2026-07-02T22:30:54.263406+00:00,Crossref open metadata
The Role of Marine Protected Areas In Sustainable Fisheries Development In Vietnam,Quan Nguyen Van,2025,10.5194/oos2025-1591,crossref:10.5194/oos2025-1591,Crossref,,,https://doi.org/10.5194/oos2025-1591,fisheries management sustainability marine protected areas,2026-07-02T22:30:54.263412+00:00,Crossref open metadata
Economic value of Marine Protected Areas in British waters for Dutch fisheries,Lennert van de Pol,2024,10.18174/670489,crossref:10.18174/670489,Crossref,,,https://doi.org/10.18174/670489,fisheries management sustainability marine protected areas,2026-07-02T22:30:54.263420+00:00,Crossref open metadata
The role of coastal communities in the sustainable management of marine protected areas,"Fernanda Balata, Chris Williams",2020,10.1016/b978-0-08-102698-4.00006-x,crossref:10.1016/b978-0-08-102698-4.00006-x,Crossref,,Marine Protected Areas,https://doi.org/10.1016/b978-0-08-102698-4.00006-x,fisheries management sustainability marine protected areas,2026-07-02T22:30:54.263424+00:00,Crossref open metadata
Management of bivalve fisheries in marine protected areas,"Pernille Nielsen, Mette Møller Nielsen, Ciaran McLaverty, Kasper Kristensen, Kerstin Geitner, Jeppe Olsen, Camille Saurel, Jens Kjerulf Petersen",2021,10.1016/j.marpol.2020.104357,crossref:10.1016/j.marpol.2020.104357,Crossref,,Marine Policy,https://doi.org/10.1016/j.marpol.2020.104357,fisheries management sustainability marine protected areas,2026-07-02T22:30:54.263430+00:00,Crossref open metadata
From Marine Protected Areas to MPA Networks,Ferdinando Boero,2017,10.1002/9781119075806.ch1,crossref:10.1002/9781119075806.ch1,Crossref,,Management of Marine Protected Areas,https://doi.org/10.1002/9781119075806.ch1,fisheries management sustainability marine protected areas,2026-07-02T22:30:54.263434+00:00,Crossref open metadata
"Connectivity, sustainability, and yield: bridging the gap between conventional fisheries management and marine protected areas","Louis W. Botsford, Daniel R. Brumbaugh, Churchill Grimes, Julie B. Kellner, John Largier, Michael R. O’Farrell, Stephen Ralston, Elaine Soulanille, Vidar Wespestad",2008,10.1007/s11160-008-9092-z,crossref:10.1007/s11160-008-9092-z,Crossref,,Reviews in Fish Biology and Fisheries,https://doi.org/10.1007/s11160-008-9092-z,fisheries management sustainability marine protected areas,2026-07-02T22:30:54.263440+00:00,Crossref open metadata
Marine environmental protection and marine protected areas,Unknown,2013,10.4324/9780203080672-18,crossref:10.4324/9780203080672-18,Crossref,,International Regimes in China,https://doi.org/10.4324/9780203080672-18,fisheries management sustainability marine protected areas,2026-07-02T22:30:54.263446+00:00,Crossref open metadata
Paying the price to solve fisheries conflicts in Brazil’s Marine Protected Areas,"Priscila Lopes, Sebastian Villasante",2018,10.31230/osf.io/45k96,crossref:10.31230/osf.io/45k96,Crossref,,,https://doi.org/10.31230/osf.io/45k96,fisheries management sustainability marine protected areas,2026-07-02T22:30:54.263450+00:00,Crossref open metadata
Chapter Six High-Seas Marine Protected Areas As an EBFM Tool,Daniela Diz Pereira Pinto,2013,10.1163/9789004242005_007,crossref:10.1163/9789004242005_007,Crossref,,Fisheries Management in Areas beyond National Jurisdiction,https://doi.org/10.1163/9789004242005_007,fisheries management sustainability marine protected areas,2026-07-02T22:30:54.263454+00:00,Crossref open metadata
Are multiple-use marine protected areas meeting fishers’ proposals? Strengths and constraints in fisheries’ management in Brazil,"Heitor Schulz Macedo, Rodrigo Pereira Medeiros, Patrick McConney",2019,10.1016/j.marpol.2018.11.007,crossref:10.1016/j.marpol.2018.11.007,Crossref,,Marine Policy,https://doi.org/10.1016/j.marpol.2018.11.007,fisheries management sustainability marine protected areas,2026-07-02T22:30:54.263460+00:00,Crossref open metadata
Evaluating management effectiveness of marine protected areas,Nancy Dahl-Tacconi,,10.14264/225895,crossref:10.14264/225895,Crossref,,,https://doi.org/10.14264/225895,fisheries management sustainability marine protected areas,2026-07-02T22:30:54.263464+00:00,Crossref open metadata
Uncertainty and sustainability in fisheries and the benefit of marine protected areas,"Jonathan W. Pitchford, Edward A. Codling, Despina Psarra",2007,10.1016/j.ecolmodel.2007.05.006,crossref:10.1016/j.ecolmodel.2007.05.006,Crossref,,Ecological Modelling,https://doi.org/10.1016/j.ecolmodel.2007.05.006,fisheries management sustainability marine protected areas,2026-07-02T22:30:54.263468+00:00,Crossref open metadata
MANAGEMENT – Transitioning from single-sector management to ecosystem-based management: what can marine protected areas offer?,"Simonetta Fraschetti, Joachim Claudet, Kirsten Grorud-Colvert",2011,10.1017/cbo9781139049382.003,crossref:10.1017/cbo9781139049382.003,Crossref,,Marine Protected Areas,https://doi.org/10.1017/cbo9781139049382.003,fisheries management sustainability marine protected areas,2026-07-02T22:30:54.263472+00:00,Crossref open metadata
Criticism of Marine Protected Areas by fisheries scientists,Douglas Fenner,2016,10.1016/j.marpolbul.2016.05.026,crossref:10.1016/j.marpolbul.2016.05.026,Crossref,,Marine Pollution Bulletin,https://doi.org/10.1016/j.marpolbul.2016.05.026,fisheries management sustainability marine protected areas,2026-07-02T22:30:54.263480+00:00,Crossref open metadata
A fisheries management perspective on marine protected areas in the Mediterranean,JOHN F. CADDY,2000,10.1017/s0376892900000138,crossref:10.1017/s0376892900000138,Crossref,,Environmental Conservation,https://doi.org/10.1017/s0376892900000138,fisheries management sustainability marine protected areas,2026-07-02T22:30:54.263484+00:00,Crossref open metadata
Marine Protected Areas as Spatial Protection Measures under the Marine Strategy Framework Directive,Daniel Braun,2017,10.1002/9781119075806.ch5,crossref:10.1002/9781119075806.ch5,Crossref,,Management of Marine Protected Areas,https://doi.org/10.1002/9781119075806.ch5,fisheries management sustainability marine protected areas,2026-07-02T22:30:54.263487+00:00,Crossref open metadata
Scaling Up Marine Management : The Role of Marine Protected Areas,Unknown,2006,10.1596/8152,crossref:10.1596/8152,Crossref,,,https://doi.org/10.1596/8152,fisheries management sustainability marine protected areas,2026-07-02T22:30:54.263884+00:00,Crossref open metadata
Governance via persuasion: environmental NGOs and the social licence to operate,Hannah Murphy-Gregory,2017,10.1080/09644016.2017.1373429,crossref:10.1080/09644016.2017.1373429,Crossref,,Environmental Politics,https://doi.org/10.1080/09644016.2017.1373429,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885725+00:00,Crossref open metadata
"Contemporary Challenges in Environmental Governance: Technology, governance and the social licence","Coco Cullen‐Knox, Richard Eccleston, Marcus Haward, Elizabeth Lester, Joanna Vince",2016,10.1002/eet.1743,crossref:10.1002/eet.1743,Crossref,,Environmental Policy and Governance,https://doi.org/10.1002/eet.1743,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885746+00:00,Crossref open metadata
The Social Licence to Operate,Thomas Clarke,2022,10.4324/9780429294648-5,crossref:10.4324/9780429294648-5,Crossref,,Comparative Corporate Governance,https://doi.org/10.4324/9780429294648-5,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885752+00:00,Crossref open metadata
"Supply Chain Risk: Environmental, Social and Governance Three-Dimensional Impact and Challenges",Keyou Zeng,2025,10.5220/0014889300005059,crossref:10.5220/0014889300005059,Crossref,,"Proceedings of the 1st International Conference on Finance, Economics and Social Science",https://doi.org/10.5220/0014889300005059,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885756+00:00,Crossref open metadata
"The impact of marine spatial planning legislation on environmental authorisation, permit and licence requirements in Algoa Bay",Denning Metuge,2021,10.47348/joga/2021/a3,crossref:10.47348/joga/2021/a3,Crossref,,Journal of Ocean Governance in Africa (iilwandle zethu),https://doi.org/10.47348/joga/2021/a3,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885784+00:00,Crossref open metadata
Science and Governance Issues in Aquaculture AnimalWelfare,Gilly Griffin,2008,10.1007/978-1-4020-8835-3_3,crossref:10.1007/978-1-4020-8835-3_3,Crossref,,"The International Library of Environmental, Agricultural and Food Ethics",https://doi.org/10.1007/978-1-4020-8835-3_3,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885789+00:00,Crossref open metadata
The role of relationships in achieving and maintaining a social licence in the New Zealand aquaculture sector,"James Baines, Peter Edwards",2018,10.1016/j.aquaculture.2017.11.047,crossref:10.1016/j.aquaculture.2017.11.047,Crossref,,Aquaculture,https://doi.org/10.1016/j.aquaculture.2017.11.047,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885796+00:00,Crossref open metadata
"Social inequality: Practicing environmental, social and governance principle in China","Tong Wu, Haidong Zhang, Mengqi Ji, Ruilian Zhang",2026,10.1016/j.eiar.2025.108069,crossref:10.1016/j.eiar.2025.108069,Crossref,,Environmental Impact Assessment Review,https://doi.org/10.1016/j.eiar.2025.108069,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885800+00:00,Crossref open metadata
Responsible research and innovation and social licence to operate: aligning concepts for advancing marine innovation and development governance,"Peter Edwards, Aysha Fleming, Rachel Kelly",2021,10.1016/j.cosust.2020.11.003,crossref:10.1016/j.cosust.2020.11.003,Crossref,,Current Opinion in Environmental Sustainability,https://doi.org/10.1016/j.cosust.2020.11.003,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885807+00:00,Crossref open metadata
Socio-environmental impact assessment as a New Governance tool for mining projects,Antonio Aledo Tur,2025,10.4324/9781032622828-5,crossref:10.4324/9781032622828-5,Crossref,,Sustainable Mining Governance,https://doi.org/10.4324/9781032622828-5,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885811+00:00,Crossref open metadata
"Impact of ESG (Environmental, Social, and Governance) Factors on Financial Performance",Kritika Sharma,2025,10.2139/ssrn.5385329,crossref:10.2139/ssrn.5385329,Crossref,,,https://doi.org/10.2139/ssrn.5385329,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885815+00:00,Crossref open metadata
How a large project was halted by the lack of a social Licence to operate: Testing the applicability of the Thomson and Boutilier model,"David Jijelava, Frank Vanclay",2018,10.1016/j.eiar.2018.07.001,crossref:10.1016/j.eiar.2018.07.001,Crossref,,Environmental Impact Assessment Review,https://doi.org/10.1016/j.eiar.2018.07.001,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885819+00:00,Crossref open metadata
"Environmental Criteria, Strategies and Impacts",Unknown,2025,10.64054/9798270715366-2,crossref:10.64054/9798270715366-2,Crossref,,"Environmental, Social, and Governance (ESG) - Theoretical Insights, Corporate Strategies, and Market Impact",https://doi.org/10.64054/9798270715366-2,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885823+00:00,Crossref open metadata
Securing a social licence for development projects: A fuzzy-set qualitative comparative analysis of land expropriation cases in China,"Xiuyun Yang, Meng Chen, Qiuping Chen",2025,10.1016/j.eiar.2025.107865,crossref:10.1016/j.eiar.2025.107865,Crossref,,Environmental Impact Assessment Review,https://doi.org/10.1016/j.eiar.2025.107865,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885828+00:00,Crossref open metadata
"The Evolution and Impact of Environmental, Social, and Governance (ESG) Factors on Corporate Performance","Vikul Goyal, Bhavna Yadav",2026,10.1201/9781003503804-3,crossref:10.1201/9781003503804-3,Crossref,,"Environmental, Social and Corporate Governance and Climate Risk Management",https://doi.org/10.1201/9781003503804-3,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885832+00:00,Crossref open metadata
AI Commons (AIC) Licence Suite: A Modular Framework for Impact-Oriented AI Governance,Em M. Lenartowicz,2025,10.2139/ssrn.5848523,crossref:10.2139/ssrn.5848523,Crossref,,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.5848523,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885835+00:00,Crossref open metadata
Environmental conflict mediation and social impact assessment: Approaches for enhanced environmental governance?,"Rauno Sairinen, Chris Barrow, Timo P. Karjalainen",2010,10.1016/j.eiar.2010.04.011,crossref:10.1016/j.eiar.2010.04.011,Crossref,,Environmental Impact Assessment Review,https://doi.org/10.1016/j.eiar.2010.04.011,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885840+00:00,Crossref open metadata
"Social Criteria, Principles and Practices",Unknown,2025,10.64054/9798270715366-3,crossref:10.64054/9798270715366-3,Crossref,,"Environmental, Social, and Governance (ESG) - Theoretical Insights, Corporate Strategies, and Market Impact",https://doi.org/10.64054/9798270715366-3,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885843+00:00,Crossref open metadata
"Review for ""Does voluntary environmental, social, and governance disclosure impact initial public offer withdrawal risk?""",Unknown,2023,10.1111/beer.12678/v1/review4,crossref:10.1111/beer.12678/v1/review4,Crossref,,,https://doi.org/10.1111/beer.12678/v1/review4,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885847+00:00,Crossref open metadata
Social licence and aquaculture: Towards a research agenda,"Charles Mather, Lucia Fanning",2019,10.1016/j.marpol.2018.10.049,crossref:10.1016/j.marpol.2018.10.049,Crossref,,Marine Policy,https://doi.org/10.1016/j.marpol.2018.10.049,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885855+00:00,Crossref open metadata
"Impact of Environmental, Social and Governance (ESG), Digitalization, Internal Control On Financial Performance and Firm Value","Aisyah Nur Rahmita, Eny Maryanti",2026,10.21070/ups.11005,crossref:10.21070/ups.11005,Crossref,,,https://doi.org/10.21070/ups.11005,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885859+00:00,Crossref open metadata
"Environmental, social, and governance advocacy of global institutional investors: reshaping the governance of mission, social impact, and purpose",Jinsuk Choi,2026,10.4337/9781035324965.00031,crossref:10.4337/9781035324965.00031,Crossref,,Advancing Corporate Governance Research,https://doi.org/10.4337/9781035324965.00031,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885863+00:00,Crossref open metadata
Governance for Global Competitiveness: The Future of Aquaculture Policy in aWorld Turned Upside Down,Jeremy Rayner,2008,10.1007/978-1-4020-8835-3_20,crossref:10.1007/978-1-4020-8835-3_20,Crossref,,"The International Library of Environmental, Agricultural and Food Ethics",https://doi.org/10.1007/978-1-4020-8835-3_20,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885866+00:00,Crossref open metadata
"Environmental Expertise, Social Variability, and Board Governance Models' Impact on Corporate Financial Performance","Md Jahidur Rahman, Tarek Rana, Hongtao Zhu, Chen Zhuo, Sajjad Khan",2025,10.4324/9781003488934-3,crossref:10.4324/9781003488934-3,Crossref,,"Environmental, Social and Governance Accounting and Auditing",https://doi.org/10.4324/9781003488934-3,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885871+00:00,Crossref open metadata
Social sensitivity analysis in conflictive environmental governance: A case of forest planning,"Serafin Corral, Montserrat Acosta",2017,10.1016/j.eiar.2017.04.003,crossref:10.1016/j.eiar.2017.04.003,Crossref,,Environmental Impact Assessment Review,https://doi.org/10.1016/j.eiar.2017.04.003,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885875+00:00,Crossref open metadata
Social Licence and Legal Licence,"Charles Sampford, Melea Lewis",2026,10.4324/9781003598992-4,crossref:10.4324/9781003598992-4,Crossref,,Ethics and Social Licence in the Blue Economy,https://doi.org/10.4324/9781003598992-4,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885879+00:00,Crossref open metadata
"Analyzing the practice of shareholder activism and its impact on corporate
               governance policy reform - through the prism of environmental, social, and governance
               advocacy",Mark Fahmy,,10.17760/d20679796,crossref:10.17760/d20679796,Crossref,,,https://doi.org/10.17760/d20679796,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885883+00:00,Crossref open metadata
12 The State of Social Impact Indicators: Measurement Without Meaning?,"Mark Shepheard, Paul Martin",2011,10.1071/978064310454915.127.142.2011.15,crossref:10.1071/978064310454915.127.142.2011.15,Crossref,,Defending the Social Licence of Farming,https://doi.org/10.1071/978064310454915.127.142.2011.15,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885887+00:00,Crossref open metadata
"The Impact of Environmental, Social, and Governance (ESG) Performance on Stock Returns: An Empirical Analysis",Soumya Upadhyay,2025,10.47191/jefms/v8-i10-50,crossref:10.47191/jefms/v8-i10-50,Crossref,,"Journal of Economics, Finance And Management Studies",https://doi.org/10.47191/jefms/v8-i10-50,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885900+00:00,Crossref open metadata
"Missing Value Imputation in Environmental, Social, and Governance Data: An Impact on Emissions Scores",Nicholas Downing,2025,10.2139/ssrn.5254446,crossref:10.2139/ssrn.5254446,Crossref,,,https://doi.org/10.2139/ssrn.5254446,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885908+00:00,Crossref open metadata
"How environmental, social and governance (ESG) investing controversies can impact fossil fuels",Sibo Chen,2023,10.64628/aam.rw7arahyp,crossref:10.64628/aam.rw7arahyp,Crossref,,,https://doi.org/10.64628/aam.rw7arahyp,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885915+00:00,Crossref open metadata
"ESG, SRI, and impact investing",John Hill,2020,10.1016/b978-0-12-818692-3.00002-5,crossref:10.1016/b978-0-12-818692-3.00002-5,Crossref,,"Environmental, Social, and Governance (ESG) Investing",https://doi.org/10.1016/b978-0-12-818692-3.00002-5,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885922+00:00,Crossref open metadata
"Ethics, Governance and Regulation",Marc A. Saner,2008,10.1007/978-1-4020-8835-3_9,crossref:10.1007/978-1-4020-8835-3_9,Crossref,,"The International Library of Environmental, Agricultural and Food Ethics",https://doi.org/10.1007/978-1-4020-8835-3_9,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885926+00:00,Crossref open metadata
Does social stability risk assessment improve social governance level in China?,"Luming Yan, Ruilian Zhang, Ming Ji, Yujian Li",2026,10.1016/j.eiar.2026.108342,crossref:10.1016/j.eiar.2026.108342,Crossref,,Environmental Impact Assessment Review,https://doi.org/10.1016/j.eiar.2026.108342,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885932+00:00,Crossref open metadata
The social licence of salmon aquaculture in Tasmania: Fulfilling the social bargain,"Andrew Buckwell, Syezlin Hasan, Alana Knight, Christopher Fleming, Jeremy Harte, James C.R. Smart",2025,10.1016/j.marpol.2025.106653,crossref:10.1016/j.marpol.2025.106653,Crossref,,Marine Policy,https://doi.org/10.1016/j.marpol.2025.106653,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885937+00:00,Crossref open metadata
ESG investing-organizations having direct impact,John Hill,2020,10.1016/b978-0-12-818692-3.00015-3,crossref:10.1016/b978-0-12-818692-3.00015-3,Crossref,,"Environmental, Social, and Governance (ESG) Investing",https://doi.org/10.1016/b978-0-12-818692-3.00015-3,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885942+00:00,Crossref open metadata
"Environmental, social and governance impact of integrated resorts",Desmond Lam,2026,10.4324/9781003585985-8,crossref:10.4324/9781003585985-8,Crossref,,Casino Management in Integrated Resorts,https://doi.org/10.4324/9781003585985-8,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885946+00:00,Crossref open metadata
"Decision letter for ""Does voluntary environmental, social, and governance disclosure impact initial public offer withdrawal risk?""",Unknown,2023,10.1111/beer.12678/v1/decision1,crossref:10.1111/beer.12678/v1/decision1,Crossref,,,https://doi.org/10.1111/beer.12678/v1/decision1,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885949+00:00,Crossref open metadata
"The Impact of Equity Concentration on Corporate Performance under the Environmental, Social, Governance Framework: Based on A-Share Manufacturing Listed Companies",Xuanlin Wan,2025,10.5220/0014602200005059,crossref:10.5220/0014602200005059,Crossref,,"Proceedings of the 1st International Conference on Finance, Economics and Social Science",https://doi.org/10.5220/0014602200005059,aquaculture social licence environmental impact governance,2026-07-02T22:30:56.885969+00:00,Crossref open metadata
Process and Development of Stakeholder Engagement in Environmental Impact Assessment for Deep Seabed Mining,"Lei Zheng, Yuxin Wang",2023,10.2139/ssrn.4560901,crossref:10.2139/ssrn.4560901,Crossref,,,https://doi.org/10.2139/ssrn.4560901,seabed mining governance environmental impact social licence,2026-07-02T22:31:00.329156+00:00,Crossref open metadata
Deep impact: ocean seabed mining,Pradeep Singh,2022,10.54377/ed5a-5a0e,crossref:10.54377/ed5a-5a0e,Crossref,,,https://doi.org/10.54377/ed5a-5a0e,seabed mining governance environmental impact social licence,2026-07-02T22:31:00.329162+00:00,Crossref open metadata
The International Seabed Authority and the Seabed Mining Regime,Aline L. Jaeckel,2017,10.1163/9789004332287_004,crossref:10.1163/9789004332287_004,Crossref,,The International Seabed Authority and the Precautionary Principle,https://doi.org/10.1163/9789004332287_004,seabed mining governance environmental impact social licence,2026-07-02T22:31:00.329166+00:00,Crossref open metadata
Governance of mining waste,Simone Picarelli,2025,10.4324/9781032622828-12,crossref:10.4324/9781032622828-12,Crossref,,Sustainable Mining Governance,https://doi.org/10.4324/9781032622828-12,seabed mining governance environmental impact social licence,2026-07-02T22:31:00.329170+00:00,Crossref open metadata
Governance and mining governance,"J. Andrés Domínguez-Gómez, Alexander Ruser",2025,10.4324/9781032622828-3,crossref:10.4324/9781032622828-3,Crossref,,Sustainable Mining Governance,https://doi.org/10.4324/9781032622828-3,seabed mining governance environmental impact social licence,2026-07-02T22:31:00.329175+00:00,Crossref open metadata
Governance and social participation in mining projects,"Rocío Muñoz-Moreno, Teresa González Gómez",2025,10.4324/9781032622828-6,crossref:10.4324/9781032622828-6,Crossref,,Sustainable Mining Governance,https://doi.org/10.4324/9781032622828-6,seabed mining governance environmental impact social licence,2026-07-02T22:31:00.329179+00:00,Crossref open metadata
International Seabed Authority and Its Environmental Mandate,Unknown,2023,10.1017/9781108770125.005,crossref:10.1017/9781108770125.005,Crossref,,International Environmental Obligations and Liabilities in Deep Seabed Mining,https://doi.org/10.1017/9781108770125.005,seabed mining governance environmental impact social licence,2026-07-02T22:31:00.329183+00:00,Crossref open metadata
Deep Seabed Mining and the Marine Environment,Aline L. Jaeckel,2019,10.1163/9789004332287_002,crossref:10.1163/9789004332287_002,Crossref,,The International Seabed Authority and the Precautionary Principle,https://doi.org/10.1163/9789004332287_002,seabed mining governance environmental impact social licence,2026-07-02T22:31:00.329193+00:00,Crossref open metadata
Blue Economy's Deep Seabed Mining,Pablo Ferrara,2023,10.4324/9781003284437-16,crossref:10.4324/9781003284437-16,Crossref,,Mining Law and Governance in Africa,https://doi.org/10.4324/9781003284437-16,seabed mining governance environmental impact social licence,2026-07-02T22:31:00.329197+00:00,Crossref open metadata
Mining Impacts on the Marine Environment and Deep Seabed Mining Regime,Xiangxin Xu,2021,10.1163/9789004472341_003,crossref:10.1163/9789004472341_003,Crossref,,Responsibility to Ensure,https://doi.org/10.1163/9789004472341_003,seabed mining governance environmental impact social licence,2026-07-02T22:31:00.329207+00:00,Crossref open metadata
Unveiling gender dynamics for inclusive mining governance,"Marion Provencher, Ege Tekinbas",2025,10.4324/9781032622828-7,crossref:10.4324/9781032622828-7,Crossref,,Sustainable Mining Governance,https://doi.org/10.4324/9781032622828-7,seabed mining governance environmental impact social licence,2026-07-02T22:31:00.329211+00:00,Crossref open metadata
History of governance in mining,"Agustín Galán Garcia, Roberto Fernandez Villarino",2025,10.4324/9781032622828-2,crossref:10.4324/9781032622828-2,Crossref,,Sustainable Mining Governance,https://doi.org/10.4324/9781032622828-2,seabed mining governance environmental impact social licence,2026-07-02T22:31:00.329218+00:00,Crossref open metadata
Developing the isa’s Environmental Mandate Through the Mining Code,Aline L. Jaeckel,2017,10.1163/9789004332287_006,crossref:10.1163/9789004332287_006,Crossref,,The International Seabed Authority and the Precautionary Principle,https://doi.org/10.1163/9789004332287_006,seabed mining governance environmental impact social licence,2026-07-02T22:31:00.329221+00:00,Crossref open metadata
The Implementation of the Social Licence to Operate (SLO) Concept in Nickel Mining Governance in Kolaka Regency,Umirul Ham,2025,10.22146/pcd.v13i1.16659,crossref:10.22146/pcd.v13i1.16659,Crossref,,PCD Journal,https://doi.org/10.22146/pcd.v13i1.16659,seabed mining governance environmental impact social licence,2026-07-02T22:31:00.329225+00:00,Crossref open metadata
Public participation in the governance of deep-seabed mining in the Area,"Jeff Ardron, Hannah Lily, Aline Jaeckel",2023,10.4337/9781789909081.00026,crossref:10.4337/9781789909081.00026,Crossref,,Research Handbook on International Marine Environmental Law,https://doi.org/10.4337/9781789909081.00026,seabed mining governance environmental impact social licence,2026-07-02T22:31:00.329230+00:00,Crossref open metadata
Taking Precautionary Approaches to the Governance of Commercial Deep Seabed Mining: Law-Making of International Seabed Authority and Multi-Subject Participation,"Jinpeng Wang, Wenqi Jiang, Chuanjuan Wang, Dahai Liu",2023,10.3390/su15086414,crossref:10.3390/su15086414,Crossref,,Sustainability,https://doi.org/10.3390/su15086414,seabed mining governance environmental impact social licence,2026-07-02T22:31:00.329234+00:00,Crossref open metadata
Stakeholder Engagement In Environmental Impact Assessment for Deep Seabed Mining from the Perspective of a Maritime Community with a Shared Future,"Lei Zheng, Yuxin Wang",2023,10.2139/ssrn.4526691,crossref:10.2139/ssrn.4526691,Crossref,,,https://doi.org/10.2139/ssrn.4526691,seabed mining governance environmental impact social licence,2026-07-02T22:31:00.329238+00:00,Crossref open metadata
